,origin,sn_name,sn_name_sp,sn_name_PTF,sn_name_iau,sn_name_tns,program,ls_id_dr9,dec_dr9,ra_dr9,elat_dr9,elon_dr9,glat_dr9,glon_dr9,mjd_max_dr9,mjd_min_dr9,ref_id_dr9,brickid_dr9,blob_nea_g_dr9,blob_nea_r_dr9,blob_nea_z_dr9,bx_dr9,by_dr9,dchisq_1_dr9,dchisq_2_dr9,dchisq_3_dr9,dchisq_4_dr9,dchisq_5_dr9,dec_ivar_dr9,dered_flux_g_dr9,dered_flux_r_dr9,dered_flux_w1_dr9,dered_flux_w2_dr9,dered_flux_w3_dr9,dered_flux_w4_dr9,dered_flux_z_dr9,dered_mag_g_dr9,dered_mag_r_dr9,dered_mag_w1_dr9,dered_mag_w2_dr9,dered_mag_w3_dr9,dered_mag_w4_dr9,dered_mag_z_dr9,ebv_dr9,fiberflux_g_dr9,fiberflux_r_dr9,fiberflux_z_dr9,fibertotflux_g_dr9,fibertotflux_r_dr9,fibertotflux_z_dr9,flux_g_dr9,flux_ivar_g_dr9,flux_ivar_r_dr9,flux_ivar_w1_dr9,flux_ivar_w2_dr9,flux_ivar_w3_dr9,flux_ivar_w4_dr9,flux_ivar_z_dr9,flux_r_dr9,flux_w1_dr9,flux_w2_dr9,flux_w3_dr9,flux_w4_dr9,flux_z_dr9,fracflux_g_dr9,fracflux_r_dr9,fracflux_w1_dr9,fracflux_w2_dr9,fracflux_w3_dr9,fracflux_w4_dr9,fracflux_z_dr9,fracin_g_dr9,fracin_r_dr9,fracin_z_dr9,fracmasked_g_dr9,fracmasked_r_dr9,fracmasked_z_dr9,gaia_a_g_val_dr9,gaia_astrometric_excess_noise_dr9,gaia_astrometric_excess_noise_sig_dr9,gaia_astrometric_sigma5d_max_dr9,gaia_astrometric_weight_al_dr9,gaia_e_bp_min_rp_val_dr9,gaia_phot_bp_mean_flux_over_error_dr9,gaia_phot_bp_mean_mag_dr9,gaia_phot_bp_rp_excess_factor_dr9,gaia_phot_g_mean_flux_over_error_dr9,gaia_phot_g_mean_mag_dr9,gaia_phot_rp_mean_flux_over_error_dr9,gaia_phot_rp_mean_mag_dr9,galdepth_g_dr9,galdepth_r_dr9,galdepth_z_dr9,g_r_dr9,htm9_dr9,mag_g_dr9,mag_r_dr9,mag_w1_dr9,mag_w2_dr9,mag_w3_dr9,mag_w4_dr9,mag_z_dr9,mw_transmission_g_dr9,mw_transmission_r_dr9,mw_transmission_w1_dr9,mw_transmission_w2_dr9,mw_transmission_w3_dr9,mw_transmission_w4_dr9,mw_transmission_z_dr9,nea_g_dr9,nea_r_dr9,nea_z_dr9,nest4096_dr9,objid_dr9,parallax_ivar_dr9,parallax_dr9,pmdec_ivar_dr9,pmdec_dr9,pmra_ivar_dr9,pmra_dr9,psfdepth_g_dr9,psfdepth_r_dr9,psfdepth_w1_dr9,psfdepth_w2_dr9,psfdepth_w3_dr9,psfdepth_w4_dr9,psfdepth_z_dr9,psfsize_g_dr9,psfsize_r_dr9,psfsize_z_dr9,ra_ivar_dr9,random_id_dr9,rchisq_g_dr9,rchisq_r_dr9,rchisq_w1_dr9,rchisq_w2_dr9,rchisq_w3_dr9,rchisq_w4_dr9,rchisq_z_dr9,ref_epoch_dr9,ring256_dr9,r_z_dr9,sersic_ivar_dr9,sersic_dr9,shape_e1_ivar_dr9,shape_e1_dr9,shape_e2_ivar_dr9,shape_e2_dr9,shape_r_ivar_dr9,shape_r_dr9,snr_g_dr9,snr_r_dr9,snr_w1_dr9,snr_w2_dr9,snr_w3_dr9,snr_w4_dr9,snr_z_dr9,w1_w2_dr9,w2_w3_dr9,w3_w4_dr9,wise_x_dr9,wise_y_dr9,z_w1_dr9,allmask_g_dr9,allmask_r_dr9,allmask_z_dr9,anymask_g_dr9,anymask_r_dr9,anymask_z_dr9,brick_primary_dr9,fitbits_dr9,gaia_astrometric_n_good_obs_al_dr9,gaia_astrometric_n_obs_al_dr9,gaia_astrometric_params_solved_dr9,gaia_duplicated_source_dr9,gaia_phot_bp_n_obs_dr9,gaia_phot_g_n_obs_dr9,gaia_phot_rp_n_obs_dr9,gaia_phot_variable_flag_dr9,maskbits_dr9,nobs_g_dr9,nobs_r_dr9,nobs_w1_dr9,nobs_w2_dr9,nobs_w3_dr9,nobs_w4_dr9,nobs_z_dr9,release_dr9,wisemask_w1_dr9,wisemask_w2_dr9,brickname_dr9,ref_cat_dr9,type_dr9,wise_coadd_id_dr9,photoz_dr9,zdif_dr9,Dist_degrees_dr9,Dist_arcsec_dr9,Dist_kpc_dr9,sep_in_radius_dr9,sep_in_radius_sigma_dr9,sep_in_radius_higher_dr9,sga_id_sga,sga_galaxy_sga,galaxy_sga,pgc_sga,ra_leda_sga,dec_leda_sga,morphtype_sga,pa_leda_sga,d25_leda_sga,ba_leda_sga,z_leda_sga,sb_d25_leda_sga,mag_leda_sga,byhand_sga,ref_sga,group_id_sga,group_name_sga,group_mult_sga,group_primary_sga,group_ra_sga,group_dec_sga,group_diameter_sga,brickname_sga,ra_sga,dec_sga,d26_sga,d26_ref_sga,pa_sga,ba_sga,ra_moment_sga,dec_moment_sga,sma_moment_sga,type,z,sn_ra,sn_dec
564,dr9 and local_universe,ZTF19aanftyh,AT2019txn,None,None,AT2019txn,ZTFmarshal,9906620328513544.0,-2.9587990132976283,166.94787949910543,-7.87842899301051,169.1540487818394,50.88787471692698,259.1608959295019,58518.27911262074,57110.0954246226,625800.0,313755.0,171.47427,166.43263,167.51125,799.43646,2365.5876,0.0,0.0,0.0,0.0,0.0,7632427000000.0,368.6319,506.64658,388.2832,242.45515,1200.4644,3891.8079,643.74927,16.083517,15.738237,16.027128,16.538422,14.801627,13.524622,15.478209,0.060104,10.919042,15.904362,21.304113,10.922659,15.908822,21.310225,308.54858,29.838675,6.09064,0.501647,0.173566,0.000422,8e-06,1.604864,449.42297,384.3483,240.94322,1198.8639,3889.848,602.0083,0.001991,0.001637,0.012181,0.018325,0.082713,0.308116,0.001759,0.989168,0.98897,0.989248,0.0157,0.008691,0.009186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1483.1819,302.501,47.952557,0.40833,2497198.0,16.276691,15.868361,16.038187,16.545214,14.803075,13.525168,15.550994,0.83701,0.887054,0.989866,0.993764,0.998667,0.999496,0.93516,171.33711,166.13324,167.35822,110332511.0,4103.0,0.0,0.0,0.0,0.0,0.0,0.0,2311.1846,518.1162,3.999484,0.695215,0.00081,1.1e-05,84.76302,1.545049,1.305867,1.284999,2483038200000.0,64.1932,15.971203,13.151862,11.818073,1.772335,0.693403,0.109724,10.157599,0.0,413658.0,0.317368,428267.88,1.079049,8578470.0,-0.284741,7135606.5,0.180479,111422.92,6.012067,1685.4401,1109.1409,272.22256,100.38007,24.61676,11.21256,762.6435,-0.507027,1.742139,1.277906,76.60163,225.11003,-0.487193,0.0,0.0,0.0,0.0,0.0,0.0,1.0,528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,4.0,3.0,186.0,172.0,15.0,15.0,3.0,9010.0,0.0,0.0,1668m030,L3,SER,1663m031,0.028379,0.0045399999999999,0.0006778279913025,2.440180768689253,1.6026880008251667,0.4058805014463832,0.0002022493379385,0.4060827507843217,625800.0,SGA-2020 625800,PGC103988,103988.0,166.9478895,-2.9588287,,67.0,0.40738,0.645654,0.0329498,23.2985,16.62,False,LEDA-20181114,230194.0,PGC103988,1.0,True,166.9478895,-2.9588287,0.40738,1668m030,166.947879499105,-2.95879901329763,0.639621,SB26,70.7389,0.582939,166.947810841344,-2.95869208618692,13.0468,SN-II,0.032919,166.948545,-2.9589322
565,dr9,ZTF19aanftyh,AT2019txn,None,None,AT2019txn,ZTFmarshal,9906620328513488.0,-2.9645372649668955,166.94361241840272,-7.885376978268415,169.15235576544043,50.88072953386169,259.1611850096712,58518.27911262074,57110.0954246226,0.0,313755.0,16.82801,14.154687,14.25477,857.995,2286.745,2668.4128,3846.7896,4842.779,5022.0073,5076.369,11542609000.0,2.071276,4.603468,7.109274,3.283232,-99.57154,-269.81528,7.134648,21.709406,20.842287,20.370438,21.209246,,,20.36657,0.059799,0.448358,1.055757,1.72453,0.448372,1.055778,1.724557,1.735243,693.98517,130.53087,2.671321,0.585845,0.000818,1.1e-05,21.805544,4.086008,7.037591,3.262862,-99.43946,-269.68008,6.674303,0.0,0.0,0.736635,1.514855,0.728675,2.350297,0.0,0.795656,0.747157,0.993488,0.009336,0.007049,0.007817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1483.1819,302.501,47.952557,0.929848,2497198.0,21.9016,20.971752,20.38144,21.216003,,,20.438986,0.837765,0.887593,0.989917,0.993796,0.998673,0.999499,0.935477,16.827202,14.159774,14.253657,110332510.0,4047.0,0.0,0.0,0.0,0.0,0.0,0.0,2311.1846,518.1162,3.999484,0.695215,0.00081,1.1e-05,84.76302,1.545049,1.305867,1.284999,87002840000.0,65.61442,1.0207,1.07628,0.755582,0.599009,0.439418,0.122109,1.029058,0.0,413658.0,0.532766,258.23093,0.5,2724.2808,0.718737,3955.6348,0.074908,1147.525,1.877995,45.71254,46.682682,11.502363,2.497412,-2.844687,-0.908529,31.166595,-0.834564,,,82.18457,217.60059,0.057547,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,190.0,175.0,14.0,15.0,3.0,9010.0,0.0,0.0,1668m030,,SER,1663m031,0.347716,0.314797,0.0074620480506994,26.863372982517927,17.6436131671912,14.304283548421548,0.2248488138171993,14.529132362238748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SN-II,0.032919,166.948545,-2.9589322
566,dr9 and local_universe,ZTF19aanijyq,AT2019cmp,None,None,AT2019cmp,ZTFmarshal,9906625880392456.0,11.854411948030776,210.62770021009504,22.75571067280024,204.04479934487568,67.38799913419568,353.89759776820284,57952.045650260734,57110.2405301226,282379.0,398470.0,0.0,0.0,0.0,3072.696,3234.3857,0.0,0.0,0.0,0.0,0.0,18236070000000.0,367.09497,775.5476,1113.1294,664.1856,1476.033,2248.0732,1424.6321,16.088055,15.275979,14.883636,15.444277,14.57726,14.120474,14.615744,0.020501,13.948612,30.058218,56.21868,13.948824,30.059317,56.221542,345.47958,24.046497,8.091763,0.237108,0.102628,0.000498,1e-05,1.589808,744.4827,1109.2688,662.76996,1475.3615,2247.687,1392.4258,0.000514,0.000934,0.018067,0.027219,0.098762,0.351758,0.00112,0.963517,0.965842,0.952016,0.015868,0.012079,0.013085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1684.1832,502.29688,66.1513,0.833581,3569934.0,16.153944,15.320363,14.887408,15.446593,14.577754,14.120661,14.64057,0.941118,0.959945,0.996532,0.997869,0.999545,0.999828,0.977393,0.0,0.0,0.0,108483682.0,776.0,0.0,0.0,0.0,0.0,0.0,0.0,2984.638,843.3434,4.760018,0.869363,0.001744,2.3e-05,114.60006,1.342,1.457392,1.328709,41556350000000.0,90.92165,16.255667,20.075367,60.368294,5.305036,1.080796,0.136266,24.678991,0.0,312407.0,0.679793,278619.88,1.76549,43237352.0,0.322966,45949488.0,-0.677535,769207.1,11.893741,1694.1361,2117.7573,540.14465,212.32266,32.91939,7.106911,1755.6763,-0.559185,0.868839,0.457093,293.20013,308.2206,-0.246839,0.0,0.0,0.0,0.0,0.0,0.0,1.0,528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,5.0,5.0,190.0,186.0,22.0,22.0,4.0,9010.0,0.0,0.0,2107p117,L3,SER,2101p121,0.033648,0.0046619999999999,0.0018205917759615,6.554130393461667,4.977463165902132,0.5510570974651009,5.282706484039245e-05,0.5511099245299413,282379.0,SGA-2020 282379,PGC091332,91332.0,210.6276345,11.8544569,Sc,149.14,0.870964,0.338844,0.0383085,24.7555,16.427,False,LEDA-20181114,102950.0,PGC091332,1.0,True,210.6276345,11.8544569,0.870964,2107p117,210.627700210095,11.8544119480308,1.57981,SB26,147.845,0.169101,210.627585045172,11.8545630512322,29.3289,SN-II,0.03831,210.6282647,11.8526772
567,dr9,ZTF19aanijyq,AT2019cmp,None,None,AT2019cmp,ZTFmarshal,9906625880392512.0,11.857478958961748,210.6301173774265,22.75943664095117,204.0459468834381,67.38849875789874,353.9075876710096,57952.045650260734,57110.2405301226,0.0,398470.0,22.688936,24.454584,21.786627,3040.1775,3276.517,41353.984,51267.023,56645.92,56165.664,56669.867,722332350000.0,3.001182,15.271513,88.89789,67.25446,233.97655,-66.22473,39.068695,21.306768,19.540295,17.627771,17.930696,16.577068,,18.520428,0.020474,0.750354,3.894456,10.143934,0.778466,3.939243,10.206379,2.824692,446.88348,124.07001,1.291063,0.391746,0.001148,1.7e-05,18.305338,14.6606,88.58997,67.111305,233.87024,-66.21336,38.186634,0.842678,0.313257,0.788208,0.748152,1.177224,22.324394,0.173094,0.999999,0.999999,0.999999,0.083899,0.038383,0.03838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1684.1832,502.29688,66.1513,1.787951,3569934.0,21.372572,19.584621,17.631538,17.93301,16.577562,,18.545221,0.941193,0.959997,0.996536,0.997871,0.999546,0.999828,0.977423,22.67288,24.435345,21.771555,108483683.0,832.0,0.0,0.0,0.0,0.0,0.0,0.0,2984.638,843.3434,4.760018,0.869363,0.001744,2.3e-05,114.60006,1.342,1.457392,1.328709,566927560000.0,23.192875,1.293474,1.344081,10.872465,1.807367,0.705349,0.11286,1.27846,0.0,312407.0,1.0394,0.0,4.0,20094.016,-0.1733,27556.154,0.637319,2708.6736,2.432736,59.712917,163.2996,100.6603,42.004684,7.923983,-0.27125,163.38051,-0.301472,1.355448,,290.11044,312.2414,0.913683,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,192.0,188.0,22.0,22.0,4.0,9010.0,0.0,0.0,2107p117,,DEV,2101p121,0.372254,0.3339439999999999,0.00513268344332,18.477660395952253,14.032658566672875,7.595423587250016,0.0599899748033878,7.655413562053404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SN-II,0.03831,210.6282647,11.8526772
570,local_universe,ZTF19aapapdb,ZTF19aapapdb,None,None,None,ZTFmarshal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,967276.0,SGA-2020 967276,NGC6127,57812.0,244.798098,57.9841256,E,0.0,1.37721,1.0,0.0160444,22.3205,12.997,False,LEDA-20181114,354881.0,NGC6127,1.0,True,244.798098,57.9841256,1.37721,2446p580,244.798072310873,57.9841385583519,1.72151,LEDA,23.9912,0.949488,244.797935033895,57.9842113349965,38.0811,SNIa,0.132,244.7960434,57.9799116
571,dr9,ZTF19aapgbri,ZTF19aapgbri,None,None,None,ZTFmarshal,9907738956138128.0,55.95772329004321,275.495715476878,79.08289369895289,286.4444650476144,26.212105969915232,84.70160373890941,58253.42983831094,57542.38523147667,0.0,605442.0,16.775991,14.794309,11.794279,2365.5635,1218.8998,674.7943,815.53485,828.30945,840.708,842.2054,7848690000.0,0.760959,1.960079,3.263967,1.271261,-17.314789,-140.62148,2.93697,22.796597,21.769316,21.215635,22.239412,,,21.330252,0.045502,0.229014,0.616405,0.961293,0.229014,0.616405,0.961293,0.665065,340.7766,134.67296,6.219273,1.95059,0.004944,6e-05,33.59723,1.790066,3.238894,1.265255,-17.29731,-140.56786,2.791634,0.0,0.0,2.229994,3.385316,0.380485,1.546425,0.0,0.990521,0.990928,0.994789,0.020983,0.018696,0.011033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528.45184,225.55997,61.154564,1.075012,3241865.0,22.94284,21.867828,21.224009,22.244555,,,21.385353,0.873983,0.913262,0.992318,0.995275,0.998991,0.999619,0.950515,16.767918,14.789501,11.793214,62596580.0,1680.0,0.0,0.0,0.0,0.0,0.0,0.0,725.1241,322.999,13.138349,2.733423,0.004995,5.8e-05,103.11423,1.870927,1.692614,1.321843,4733148000.0,67.58439,0.864326,0.766318,1.978975,0.579698,0.549495,0.10287,0.89972,0.0,67907.0,0.482475,0.0,1.0,337.86533,-0.242087,281.4147,0.17969,318.4722,1.076649,12.277191,20.773476,8.077308,1.7671,-1.216249,-1.084373,16.181183,-1.020546,,,227.34755,117.744606,0.161345,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,466.0,466.0,59.0,59.0,3.0,9011.0,0.0,0.0,2755p560,,EXP,2746p560,0.511158,0.3171580000000001,0.0082272869195935,29.618232910536697,95.4169076037589,27.5096460504182,1.4317760624602984,28.94142211287849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SN-Ia-91T-like,0.1939999999999999,275.50409410000003,55.9644829
572,dr9,ZTF19aapgbri,ZTF19aapgbri,None,None,None,ZTFmarshal,9907738956138440.0,55.95573268558202,275.5263685193926,79.07748346446277,286.5310709143278,26.194867083821915,84.70285187709665,58253.42983831094,57542.38523147667,0.0,605442.0,20.961586,19.116713,15.897845,2129.798,1191.3492,54459.754,75311.4,75259.67,76587.62,76596.766,370485260000.0,7.718108,21.801533,61.971462,48.218567,186.16681,352.2046,43.765663,20.281223,19.153782,18.01952,18.291964,16.825245,16.133013,18.397165,0.045069,1.83018,5.399841,11.277835,1.83018,5.399841,11.277835,6.754144,210.77388,76.10375,3.098597,1.214812,0.004739,5.9e-05,21.155003,19.92771,61.49994,47.992924,185.98067,352.07156,41.620007,2.3e-05,2.3e-05,0.10571,0.104693,0.059505,0.650458,2.1e-05,0.999456,0.999449,0.999272,0.003428,0.003289,0.001989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528.45184,225.55997,61.154564,1.174719,3241865.0,20.426075,19.251356,18.027813,18.297056,16.82633,16.133423,18.451744,0.875104,0.914051,0.992391,0.99532,0.999,0.999622,0.950974,20.959145,19.113997,15.897587,62596559.0,1993.0,0.0,0.0,0.0,0.0,0.0,0.0,725.1241,322.999,13.138349,2.733423,0.004995,5.8e-05,103.11423,1.870927,1.692614,1.321843,586864500000.0,91.98353,0.858457,0.889913,1.339147,1.16564,0.566026,0.123797,1.041438,0.0,67907.0,0.799612,0.0,1.0,58814.242,0.212384,28829.584,0.001737,28157.799,1.2628,98.05703,173.84428,108.25732,52.897083,12.803109,2.698847,191.42943,-0.269243,1.470726,0.692907,204.8515,115.41431,0.423931,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,469.0,471.0,58.0,59.0,3.0,9011.0,0.0,0.0,2755p560,,EXP,2746p560,0.318895,0.124895,0.0152325645529536,54.837232390633154,176.66142176907087,43.42511275786598,0.2049307027576477,43.63004346062363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SN-Ia-91T-like,0.1939999999999999,275.50409410000003,55.9644829
574,dr9,ZTF19aapswkx,AT2019dkw,None,None,AT2019dkw,ZTFmarshal,9906632224278338.0,29.839006190560347,241.64791207856803,49.47830713184433,230.6543255648647,47.350045119384575,48.53503598696975,58251.227377870746,56884.9787202026,1.3202967280261478e+18,495270.0,27.686409,22.176424,24.531898,2149.9646,3022.5315,1413686.2,1929090.0,2074409.2,2032968.5,2078874.5,2751025400000.0,74.707504,174.8203,314.6159,200.76686,413.05728,1062.3663,335.25446,17.81659,16.89352,16.255548,16.74327,15.959974,14.934315,16.186563,0.033609,16.813206,40.64252,80.27653,16.83018,40.664665,80.29596,67.63262,93.36993,23.397045,0.953221,0.435194,0.002101,1.5e-05,9.788433,163.48816,312.82904,200.06583,412.74927,1062.0671,322.9195,0.010115,0.004906,0.054813,0.071414,0.332295,1.012186,0.002458,0.998579,0.998659,0.998555,0.003073,0.002974,0.003078,,14.482667,268.5191,6.373459,0.00451,,,,,68.00397,19.29327,,,739.6051,234.21577,49.616608,0.958326,3646057.0,17.92461,16.966284,16.261732,16.747068,15.960784,14.93462,16.227264,0.905299,0.935178,0.99432,0.996508,0.999254,0.999718,0.963207,27.685654,22.17586,24.531916,38425692.0,1858.0,0.0,0.0,0.0,0.0,0.0,0.0,1095.7404,394.348,7.165869,1.330092,0.00263,1.7e-05,82.98652,1.653349,1.316951,1.417554,1872695400000.0,6.160041,2.190471,3.800661,3.550438,1.271805,0.630883,0.112978,5.216752,2015.5,197807.0,0.739019,12003.239,2.733494,950284.5,-0.372611,1183029.5,0.142228,213850.94,1.945236,653.5213,790.8003,305.42444,131.98183,18.918676,4.130343,1010.30115,-0.485336,0.786284,1.026164,204.75171,288.59686,-0.034468,0.0,0.0,0.0,0.0,0.0,0.0,1.0,128.0,108.0,109.0,3.0,1.0,0.0,179.0,0.0,0.0,768.0,3.0,2.0,266.0,268.0,34.0,17.0,3.0,9010.0,130.0,130.0,2416p297,G2,SER,2417p302,0.086269,0.018569,9.660100764749908e-05,0.3477636275309966,0.4507794620993812,0.1787770879888078,0.0001987394020662,0.1789758273908741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AGN,0.0677,241.6480075,29.839056
576,dr9 and local_universe,ZTF19aarfntx,AT2019dzt,None,None,AT2019dzt,ZTFmarshal,9906632787887220.0,31.41502953695513,216.07087460743728,42.69508717530842,200.19127182822635,69.3454086179877,50.462250532886586,58171.373960500736,57444.33956077667,290137.0,503870.0,76.633934,61.874935,58.1534,2684.4482,632.26984,0.0,0.0,0.0,0.0,0.0,26596484000000.0,468.66757,810.80615,1147.8081,793.44025,7278.7544,13941.756,1215.2518,15.822838,15.227708,14.850327,15.251214,12.844857,12.139206,14.788334,0.01606,39.80987,69.94906,106.33097,39.80987,69.94906,106.33097,446.90744,20.336216,5.706549,0.337209,0.175745,0.001568,2.5e-05,4.294665,785.25134,1144.6882,792.1151,7276.16,13939.88,1193.6764,0.0,0.0,0.005703,0.004706,0.016616,0.104347,0.0,0.818127,0.668632,0.958438,0.009916,0.000172,0.020531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,884.066,165.13919,73.43567,0.611979,3664986.0,15.874456,15.262478,14.853282,15.253029,12.845244,12.139353,14.807783,0.95357,0.968482,0.997282,0.99833,0.999644,0.999865,0.982246,54.074753,61.59614,54.421375,37414510.0,1141.0,0.0,0.0,0.0,0.0,0.0,0.0,1364.394,276.82077,7.067135,1.326243,0.002356,2.9e-05,137.22588,1.587179,1.471869,1.198031,36672905000000.0,2.024604,67.84363,47.1943,61.423534,12.145857,6.580733,0.763108,130.23958,0.0,188518.0,0.454695,1052218.5,1.022463,31079210.0,0.090847,19361482.0,0.011989,7503009.5,2.602842,2015.3601,1875.8386,664.7167,332.0698,288.14767,69.82885,2473.724,-0.399747,2.407784,0.705892,156.83324,61.23522,-0.045499,0.0,0.0,0.0,0.0,0.0,0.0,1.0,528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,3.0,2.0,263.0,265.0,28.0,29.0,4.0,9010.0,0.0,0.0,2161p315,L3,SER,2152p318,0.038049,0.001521,0.0011234499836968,4.04441994130871,3.167745232128897,1.5538476562575485,0.0002179429790288,1.5540655992365773,290137.0,SGA-2020 290137,2MASXJ14241702+3124540,3825597.0,216.070845,31.4150677,Sbc,21.5,0.402717,0.801678,0.0405664,22.8505,16.197,False,LEDA-20181114,105034.0,PGC084152_GROUP,2.0,False,216.066338588384,31.413556119316,0.666708,2161p315,216.070874607437,31.4150295369551,0.485294,SB26,35.9909,0.827839,216.070832489617,31.4151270341086,13.1363,SNIb,0.03957,216.0713851,31.413994
577,dr9,ZTF19aarfntx,AT2019dzt,None,None,AT2019dzt,ZTFmarshal,9906632787887084.0,31.412204426831707,216.0622327085012,42.68932035618405,200.1839301180876,69.35304064330012,50.45648989052943,58171.373960500736,57444.33956077667,1032573.0,503870.0,97.16752,96.34407,90.37566,2785.816,593.52496,0.0,0.0,0.0,0.0,0.0,14035825000000.0,392.3686,653.2564,908.08966,671.68085,7633.427,15328.186,916.7634,16.015764,15.462291,15.104678,15.432093,12.793201,12.036273,15.094357,0.016035,25.289026,42.761208,60.861496,25.289026,42.761208,60.861496,374.17886,23.153028,7.066712,0.375595,0.17562,0.001396,2.2e-05,3.484589,632.6989,905.6253,670.5608,7630.71,15326.125,900.5126,8e-06,4e-06,0.012592,0.0091,0.019436,0.121162,7e-06,0.995634,0.937383,0.998842,0.004466,0.026933,0.002803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,884.066,257.32205,73.43567,0.570295,3664986.0,16.067303,15.497007,15.107629,15.433905,12.793588,12.036419,15.113775,0.953641,0.968531,0.997286,0.998333,0.999644,0.999866,0.982274,96.447014,84.37175,90.24941,37414510.0,1003.0,0.0,0.0,0.0,0.0,0.0,0.0,1364.394,424.63718,7.067135,1.326243,0.002356,2.9e-05,137.22588,1.587179,1.44009,1.198031,20959885000000.0,52.824265,22.787619,19.689371,204.62045,55.30051,44.507965,1.87395,25.304098,0.0,188518.0,0.383232,536857.25,1.313942,9765874.0,0.113878,15024617.0,0.262479,443129.47,4.164782,1800.4586,1681.9218,555.02,281.0124,285.12003,72.01661,1680.9916,-0.326276,2.640317,0.757169,166.46309,57.468815,0.006146,0.0,0.0,0.0,0.0,0.0,0.0,1.0,528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,3.0,3.0,259.0,260.0,29.0,29.0,4.0,9010.0,0.0,0.0,2161p315,L3,SER,2152p318,0.047558,0.007988,0.0080133242879148,28.84796743649332,22.59483748712585,6.926645244935585,0.0024984194656153,6.9291436644012006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNIb,0.03957,216.0713851,31.413994
