,origin,sn_name,sn_name_sp,sn_name_PTF,sn_name_iau,sn_name_tns,program,ls_id_dr9,dec_dr9,ra_dr9,elat_dr9,elon_dr9,glat_dr9,glon_dr9,mjd_max_dr9,mjd_min_dr9,ref_id_dr9,brickid_dr9,blob_nea_g_dr9,blob_nea_r_dr9,blob_nea_z_dr9,bx_dr9,by_dr9,dchisq_1_dr9,dchisq_2_dr9,dchisq_3_dr9,dchisq_4_dr9,dchisq_5_dr9,dec_ivar_dr9,dered_flux_g_dr9,dered_flux_r_dr9,dered_flux_w1_dr9,dered_flux_w2_dr9,dered_flux_w3_dr9,dered_flux_w4_dr9,dered_flux_z_dr9,dered_mag_g_dr9,dered_mag_r_dr9,dered_mag_w1_dr9,dered_mag_w2_dr9,dered_mag_w3_dr9,dered_mag_w4_dr9,dered_mag_z_dr9,ebv_dr9,fiberflux_g_dr9,fiberflux_r_dr9,fiberflux_z_dr9,fibertotflux_g_dr9,fibertotflux_r_dr9,fibertotflux_z_dr9,flux_g_dr9,flux_ivar_g_dr9,flux_ivar_r_dr9,flux_ivar_w1_dr9,flux_ivar_w2_dr9,flux_ivar_w3_dr9,flux_ivar_w4_dr9,flux_ivar_z_dr9,flux_r_dr9,flux_w1_dr9,flux_w2_dr9,flux_w3_dr9,flux_w4_dr9,flux_z_dr9,fracflux_g_dr9,fracflux_r_dr9,fracflux_w1_dr9,fracflux_w2_dr9,fracflux_w3_dr9,fracflux_w4_dr9,fracflux_z_dr9,fracin_g_dr9,fracin_r_dr9,fracin_z_dr9,fracmasked_g_dr9,fracmasked_r_dr9,fracmasked_z_dr9,gaia_a_g_val_dr9,gaia_astrometric_excess_noise_dr9,gaia_astrometric_excess_noise_sig_dr9,gaia_astrometric_sigma5d_max_dr9,gaia_astrometric_weight_al_dr9,gaia_e_bp_min_rp_val_dr9,gaia_phot_bp_mean_flux_over_error_dr9,gaia_phot_bp_mean_mag_dr9,gaia_phot_bp_rp_excess_factor_dr9,gaia_phot_g_mean_flux_over_error_dr9,gaia_phot_g_mean_mag_dr9,gaia_phot_rp_mean_flux_over_error_dr9,gaia_phot_rp_mean_mag_dr9,galdepth_g_dr9,galdepth_r_dr9,galdepth_z_dr9,g_r_dr9,htm9_dr9,mag_g_dr9,mag_r_dr9,mag_w1_dr9,mag_w2_dr9,mag_w3_dr9,mag_w4_dr9,mag_z_dr9,mw_transmission_g_dr9,mw_transmission_r_dr9,mw_transmission_w1_dr9,mw_transmission_w2_dr9,mw_transmission_w3_dr9,mw_transmission_w4_dr9,mw_transmission_z_dr9,nea_g_dr9,nea_r_dr9,nea_z_dr9,nest4096_dr9,objid_dr9,parallax_ivar_dr9,parallax_dr9,pmdec_ivar_dr9,pmdec_dr9,pmra_ivar_dr9,pmra_dr9,psfdepth_g_dr9,psfdepth_r_dr9,psfdepth_w1_dr9,psfdepth_w2_dr9,psfdepth_w3_dr9,psfdepth_w4_dr9,psfdepth_z_dr9,psfsize_g_dr9,psfsize_r_dr9,psfsize_z_dr9,ra_ivar_dr9,random_id_dr9,rchisq_g_dr9,rchisq_r_dr9,rchisq_w1_dr9,rchisq_w2_dr9,rchisq_w3_dr9,rchisq_w4_dr9,rchisq_z_dr9,ref_epoch_dr9,ring256_dr9,r_z_dr9,sersic_ivar_dr9,sersic_dr9,shape_e1_ivar_dr9,shape_e1_dr9,shape_e2_ivar_dr9,shape_e2_dr9,shape_r_ivar_dr9,shape_r_dr9,snr_g_dr9,snr_r_dr9,snr_w1_dr9,snr_w2_dr9,snr_w3_dr9,snr_w4_dr9,snr_z_dr9,w1_w2_dr9,w2_w3_dr9,w3_w4_dr9,wise_x_dr9,wise_y_dr9,z_w1_dr9,allmask_g_dr9,allmask_r_dr9,allmask_z_dr9,anymask_g_dr9,anymask_r_dr9,anymask_z_dr9,brick_primary_dr9,fitbits_dr9,gaia_astrometric_n_good_obs_al_dr9,gaia_astrometric_n_obs_al_dr9,gaia_astrometric_params_solved_dr9,gaia_duplicated_source_dr9,gaia_phot_bp_n_obs_dr9,gaia_phot_g_n_obs_dr9,gaia_phot_rp_n_obs_dr9,gaia_phot_variable_flag_dr9,maskbits_dr9,nobs_g_dr9,nobs_r_dr9,nobs_w1_dr9,nobs_w2_dr9,nobs_w3_dr9,nobs_w4_dr9,nobs_z_dr9,release_dr9,wisemask_w1_dr9,wisemask_w2_dr9,brickname_dr9,ref_cat_dr9,type_dr9,wise_coadd_id_dr9,photoz_dr9,zdif_dr9,Dist_degrees_dr9,Dist_arcsec_dr9,Dist_kpc_dr9,sep_in_radius_dr9,sep_in_radius_sigma_dr9,sep_in_radius_higher_dr9,sga_id_sga,sga_galaxy_sga,galaxy_sga,pgc_sga,ra_leda_sga,dec_leda_sga,morphtype_sga,pa_leda_sga,d25_leda_sga,ba_leda_sga,z_leda_sga,sb_d25_leda_sga,mag_leda_sga,byhand_sga,ref_sga,group_id_sga,group_name_sga,group_mult_sga,group_primary_sga,group_ra_sga,group_dec_sga,group_diameter_sga,brickname_sga,ra_sga,dec_sga,d26_sga,d26_ref_sga,pa_sga,ba_sga,ra_moment_sga,dec_moment_sga,sma_moment_sga,type,z,sn_ra,sn_dec
60,dr9,ZTF18aaacwya,ZTF18aaacwya,None,None,None,ZTFmarshal,9907736492639736.0,45.67852790059699,170.15848020090746,37.50942324252361,150.2064164687378,64.14142159944002,161.11817395237208,57907.23513889074,57431.396144897175,0.0,567852.0,42.181946,53.222633,46.626842,1992.3806,817.4643,165.97319,181.7448,205.55515,205.28143,205.55295,1429739000.0,0.973769,1.45302,6.735946,-3.740282,-17.800863,3591.242,2.789544,22.52886,22.09432,20.429003,,,13.611888,21.386168,0.014824,0.172288,0.260791,0.507236,0.205146,0.343322,0.657847,0.931962,78.447266,38.78299,1.713339,0.476336,0.00076,1.1e-05,10.028036,1.410698,6.719045,-3.734516,-17.795006,3590.796,2.7438,2.726233,6.365092,6.861074,14.109875,20.581944,0.648091,5.345047,0.869218,0.869584,0.864966,0.103139,0.107226,0.100314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459.48508,200.4708,54.344463,0.450089,3903166.0,22.576504,22.126415,20.43173,,,13.612023,21.40412,0.957067,0.970873,0.997491,0.998458,0.999671,0.999876,0.983602,41.109604,52.23294,46.201828,22853158.0,1527.0,0.0,0.0,0.0,0.0,0.0,0.0,701.7927,275.64062,5.86357,1.111605,0.001245,1.5e-05,84.162056,1.504444,1.912806,1.593974,1255819600.0,13.122492,0.891724,0.736235,1.983938,0.544884,0.561474,0.131562,0.869964,0.0,111366.0,0.722296,0.0,4.0,62.805904,-0.094536,183.69716,0.427582,15.728231,3.379446,8.254432,8.785259,8.794865,-2.577455,-0.490453,12.045132,8.688811,,,,189.33105,78.87799,0.972389,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,231.0,232.0,16.0,15.0,4.0,9011.0,0.0,0.0,1701p457,,DEV,1704p454,0.919354,0.786754,0.0157950392847824,56.86214142521696,134.0013207003591,16.82587661563965,1.2554292678163548,18.081305883456004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNIc-BL,0.1326,170.139,45.6865444
61,dr9,ZTF18aaadqua,SN2018lq,None,None,SN2018lq,ZTFmarshal,9906628385508688.0,18.79901919154003,26.79774047313712,7.232151799978217,31.59596318791184,-42.12604726873201,140.8375397352384,58433.19809703074,56881.40206287259,0.0,436695.0,8.057389,5.313454,7.979802,1173.7557,2473.1309,461.14264,474.87927,494.16306,499.04767,499.08807,5906065400.0,0.480654,0.94981,0.598342,1.551608,-69.769646,739.6131,1.587909,23.295418,22.555908,23.057627,22.023045,,15.327489,21.997936,0.048606,0.233894,0.484415,0.845191,0.233897,0.484421,0.845199,0.416241,798.8233,240.65198,2.985304,0.646362,0.001385,1.9e-05,78.59605,0.862072,0.593433,1.543779,-69.69441,739.3119,1.504114,0.009385,0.01531,4.962244,1.389446,0.744553,1.972919,0.015217,0.666163,0.823969,0.988916,0.041094,0.01381,0.017632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796.0418,176.25046,75.255264,0.790499,4084204.0,23.45164,22.66114,23.06657,22.028538,,15.32793,22.056797,0.865988,0.907627,0.991797,0.994954,0.998922,0.999593,0.94723,8.03054,5.862628,7.973276,2770569.0,3407.0,0.0,0.0,0.0,0.0,0.0,0.0,1209.5433,302.77762,3.878445,0.709027,0.00137,1.9e-05,127.35764,1.567134,1.385267,1.477947,8844755000.0,14.434324,0.954612,1.052399,0.954421,0.782379,0.536597,0.116081,1.013092,0.0,265804.0,0.604343,0.0,1.0,82.32906,0.308604,82.67881,0.335783,285.37808,0.595465,11.764404,13.373296,1.025336,1.241146,-2.593586,3.23499,13.334638,1.038033,,,112.11878,235.72554,-1.009773,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,190.0,184.0,24.0,24.0,4.0,9010.0,0.0,0.0,0267p187,,EXP,0269p181,0.586949,0.5169490000000001,0.0010004030538535,3.6014509938726054,4.813910271807793,6.048132121741169,0.6012494943345985,6.649381616075767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNIa,0.07,26.7987,18.7986
62,dr9,ZTF18aaadqua,SN2018lq,None,None,SN2018lq,ZTFmarshal,9906628385508560.0,18.799166473112887,26.78941371749904,7.235110643304923,31.58859691394082,-42.12818406342103,140.82730747368083,58433.19809703074,56881.40206287259,0.0,436695.0,132.5118,165.1322,144.89217,1282.0663,2475.128,42899.496,150611.78,98701.695,152073.19,152531.06,225087420000.0,48.560566,71.76366,41.226643,31.56149,-90.80547,514.7335,90.61139,18.28429,17.860239,18.462055,18.752106,,15.721044,17.607042,0.04876,2.062225,3.194601,4.210191,2.062225,3.194601,4.210191,42.033703,40.62737,11.983604,1.001037,0.254863,0.000729,1.4e-05,4.218627,65.11458,40.887375,31.401728,-90.707245,514.5232,85.81503,0.03549,0.019195,0.135521,0.109953,1.527073,1.258758,0.008924,0.745585,0.837461,0.955935,0.065074,0.058038,0.059113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796.0418,294.1019,75.255264,0.475201,4084204.0,18.441006,17.965805,18.471027,18.757616,,15.721488,17.666092,0.865593,0.907348,0.991771,0.994938,0.998918,0.999591,0.947067,129.63202,108.14576,139.45549,2770569.0,3281.0,0.0,0.0,0.0,0.0,0.0,0.0,1209.5433,476.27643,3.878445,0.709027,0.00137,1.9e-05,127.35764,1.567134,1.47406,1.477947,162056650000.0,64.20916,1.266903,1.055653,1.015585,0.499563,0.543519,0.128853,0.995407,0.0,265804.0,0.299713,11568.562,1.338644,171798.73,-0.095942,179674.47,0.088899,11740.748,4.460756,267.92114,225.40936,40.908573,15.852844,-2.449465,1.911597,176.25804,-0.286589,,,122.438286,235.92805,-0.804935,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,190.0,184.0,24.0,24.0,4.0,9010.0,0.0,0.0,0267p187,,SER,0269p181,0.047925,0.022075,0.0088091431940456,31.71291549856452,42.3893397209204,7.109314093522379,0.0147086004378694,7.1240226939602485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNIa,0.07,26.7987,18.7986
63,dr9,ZTF18aaadqua,SN2018lq,None,None,SN2018lq,ZTFmarshal,9906628385508592.0,18.8066776685005,26.7917854747043,7.241320580702243,31.59342028468289,-42.1203445172282,140.82727986492156,58433.19809703074,56881.40206287259,9.519609898559578e+16,436695.0,28.29979,28.333344,29.881817,1251.2401,2578.3423,537143.56,723026.4,737143.2,725809.0,737951.25,619052100000.0,39.75989,85.124245,93.82244,56.009377,57.790398,121.261894,143.85541,18.501387,17.674868,17.569233,18.129349,18.095362,17.29069,17.105185,0.048782,8.204593,18.413403,32.480465,8.204593,18.413403,32.48047,34.413662,162.68282,38.648808,1.349193,0.392567,0.001134,1.8e-05,16.521992,77.233894,93.049995,55.72573,57.727856,121.212326,136.23734,1.7e-05,1.5e-05,0.008646,0.009784,0.338936,3.477828,1.2e-05,0.991723,0.991184,0.991219,0.019569,0.018938,0.020525,,16.960161,103.17354,41.875374,0.003065,,,,,90.91986,20.131813,,,1159.0521,294.1019,75.255264,0.877693,4084204.0,18.658173,17.78048,17.578209,18.134861,18.096537,17.291134,17.164259,0.865537,0.907308,0.991767,0.994936,0.998918,0.999591,0.947044,28.295769,28.330215,29.876839,2770571.0,3311.0,0.0,0.0,0.0,0.0,0.0,0.0,1784.2959,476.27643,3.878445,0.709027,0.00137,1.9e-05,127.35764,1.521359,1.47406,1.477947,1413699600000.0,76.41696,1.207803,1.183272,2.247904,1.077345,0.945783,0.120896,1.281396,2015.5,265804.0,0.61622,2324.0852,3.308506,322143.5,0.074926,317961.47,0.074639,87744.07,1.691909,438.93652,480.14896,108.082016,34.915054,1.943634,0.507598,553.76733,-0.556652,0.038324,0.805403,119.489845,245.75931,-0.41395,0.0,0.0,0.0,0.0,0.0,0.0,1.0,128.0,93.0,94.0,3.0,0.0,0.0,106.0,0.0,0.0,0.0,3.0,3.0,190.0,185.0,25.0,25.0,4.0,9010.0,0.0,0.0,0267p187,G2,SER,0269p181,0.068563,0.001437,0.0103967620123594,37.428343244494,50.02891509782152,22.121960013507817,0.0441405474059356,22.16610056091375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNIa,0.07,26.7987,18.7986
64,dr9,ZTF18aaajhql,ZTF18aaajhql,None,None,None,ZTFmarshal,9906627432616252.0,15.903608041522071,184.3657492987861,16.291792995397767,177.50223334728412,76.28420382063877,266.12719622283845,58518.32225708074,57110.19854320259,0.0,422155.0,64.51536,65.02635,60.855156,741.87286,475.2315,162872.55,874679.9,465602.7,925475.25,938447.7,2386374200000.0,83.58783,166.42473,264.98157,190.29253,28.711735,-25934.633,343.22018,17.694643,16.946955,16.441961,16.801445,18.85485,,16.161068,0.02683,5.113733,10.448907,22.062984,95.842766,162.39859,199.72882,77.20582,42.452953,18.167711,0.481994,0.157119,0.000739,1.2e-05,3.350787,157.75488,263.77945,189.76189,28.69464,-25928.803,333.10123,2.971783,2.466743,2.29316,4.389252,339.96686,3.575672,1.44794,1.0,1.0,1.0,3e-05,3.6e-05,8.7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,909.40533,384.35507,55.981842,0.775831,3550547.0,17.780874,17.005043,16.446898,16.804478,18.855497,,16.19356,0.923649,0.947905,0.995463,0.997211,0.999405,0.999775,0.970518,64.51282,65.02303,60.853386,114852106.0,4413.0,0.0,0.0,0.0,0.0,0.0,0.0,1455.9855,662.8007,3.885865,0.71959,0.00093,1.2e-05,114.61907,1.498459,1.417198,1.096983,2092988000000.0,58.64405,66.72954,103.32543,10.780814,2.837221,1.632108,0.312898,118.888145,0.0,284684.0,0.811483,198347.9,0.616901,1448914.1,-0.042853,2521139.8,0.223732,124770.1,3.060451,503.0417,672.4081,183.13104,75.2183,0.779888,-88.56599,609.74695,-0.35758,-2.05102,,71.00051,35.29463,-0.253338,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,164.0,161.0,15.0,15.0,3.0,9010.0,0.0,0.0,1842p160,,SER,1839p166,0.117718,0.034058,0.0001301633856023,0.4685881881684944,0.7367576059300992,0.1531108284917793,0.0001416332478938,0.1532524617396731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AGN,0.08366,184.3658842,15.9035975
65,dr9,ZTF18aaajhql,ZTF18aaajhql,None,None,None,ZTFmarshal,9906627432616256.0,15.90391710812863,184.3658603771813,16.29211858416143,177.50220164287748,76.28452026558367,266.1268485173246,58518.32225708074,57110.19854320259,0.0,422155.0,7.790843,7.327772,5.065464,740.4067,479.4788,11159.481,12136.812,12546.497,12600.04,12616.04,634527600000.0,4.115834,8.92501,3.147131,5.549023,3105.3464,19296.557,16.30633,20.963856,20.123478,21.255213,20.63946,13.769725,11.786301,19.469109,0.026833,2.107312,4.689633,8.77255,20.533068,37.08283,54.735126,3.801555,214.03365,99.3009,0.639207,0.205164,0.000986,1.3e-05,33.95086,8.460018,3.132852,5.533548,3103.4973,19292.217,15.825531,19.171347,13.497845,516.7193,308.14124,1.509483,0.461735,6.938049,1.0,1.0,1.0,9e-06,4e-06,3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,909.40533,384.35507,55.981842,0.868525,3550547.0,21.050097,20.181572,21.26015,20.64249,13.770371,11.786545,19.501604,0.923641,0.9479,0.995463,0.997211,0.999405,0.999775,0.970515,7.790678,7.327593,5.065358,114852106.0,4417.0,0.0,0.0,0.0,0.0,0.0,0.0,1455.9855,662.8007,3.885865,0.71959,0.00093,1.2e-05,114.61907,1.498459,1.417198,1.096983,240319230000.0,80.70139,101.37988,130.68663,12.080704,3.294153,1.644697,0.316466,122.04562,0.0,284684.0,0.679968,0.0,1.0,805.4543,-0.732209,2789.6213,0.076078,10243.366,0.671635,55.61633,84.30395,2.504729,2.506424,97.46892,69.790245,92.2112,0.617661,6.872119,1.983827,70.86153,35.699596,-1.758547,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,163.0,161.0,15.0,15.0,3.0,9010.0,0.0,0.0,1842p160,,EXP,1839p166,0.229334,0.145674,0.0003204291091555,1.1535447929601146,1.8137096099588963,1.717517391083125,0.0252665809850638,1.7427839720681888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AGN,0.08366,184.3658842,15.9035975
66,dr9,ZTF18aaajrso,SN2018kv,None,None,SN2018kv,ZTFmarshal,9906632623981828.0,30.932136550008565,206.00006372130707,38.40240816557341,190.3303770997364,77.90654794885616,54.37278815653415,58546.33926812075,57444.32126279668,0.0,501369.0,326.5273,316.494,322.84607,2599.7566,867.26843,170666.4,400391.44,361782.47,422844.94,439470.2,1058330440000.0,137.65305,216.88287,123.14959,59.31409,-103.52319,-4148.075,298.00674,17.153036,16.659437,17.273918,18.067106,,,16.314434,0.014304,5.885144,9.401525,13.081495,5.885151,9.401534,13.081505,131.94629,12.252381,3.459253,0.45357,0.142638,0.000324,7e-06,1.22014,210.78436,122.85143,59.225857,-103.490326,-4147.578,293.29013,0.078051,0.092353,0.478567,0.973258,6.288079,1.406719,0.019497,0.74524,0.744921,0.746119,0.195081,0.188442,0.182392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,817.4259,253.84714,62.645687,0.508602,3608909.0,17.199007,16.690405,17.27655,18.068722,,,16.331757,0.958542,0.971881,0.997579,0.998512,0.999683,0.99988,0.984173,310.27145,297.63266,303.69724,42389710.0,1285.0,0.0,0.0,0.0,0.0,0.0,0.0,1295.1014,449.40704,6.255158,1.156573,0.001439,1.8e-05,107.61512,1.434785,1.254203,1.320131,1786069900000.0,31.80347,2.628701,2.055859,14.825099,1.898365,0.645149,0.131139,1.250106,0.0,191562.0,0.358648,15825.052,3.449758,357372.78,0.162643,564163.2,-0.360712,3823.5327,12.693089,461.8569,392.03928,82.737465,22.368109,-1.864038,-10.803914,323.96814,-0.792171,,,145.07362,83.69411,-0.944794,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,232.0,236.0,18.0,18.0,5.0,9010.0,0.0,0.0,2060p310,,SER,2052p302,0.041396,0.043604,0.001570290515002,5.653045854007537,9.01659369417022,0.4453640759950187,0.0005674341290273,0.4459315101240461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNIa,0.085,205.9994,30.9336
67,dr9,ZTF18aaajrso,SN2018kv,None,None,SN2018kv,ZTFmarshal,9906632623981800.0,30.931835230459903,205.99860380753435,38.40156872206684,190.3291305290267,77.90783552448652,54.37295022385272,58546.33926812075,57444.32126279668,0.0,501369.0,16.352533,24.601667,25.495584,2616.9663,863.13873,1219.5186,2484.9055,2524.0854,3139.6987,3200.378,4396167700.0,3.227918,4.350517,19.90249,17.995861,77.098465,2562.5034,5.650362,21.227694,20.903648,19.252731,19.362068,17.782385,13.978339,20.61981,0.014327,0.456496,0.623831,0.820483,0.714294,1.035679,1.393554,3.093881,165.48735,58.74186,2.540879,0.714423,0.001212,1.6e-05,16.426418,4.227987,19.854225,17.969048,77.07395,2562.1956,5.560787,1.555728,1.773527,1.519213,0.956811,1.449066,0.77832,1.914075,0.999989,0.999988,0.999986,0.17965,0.011759,0.00104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541.24774,253.84714,62.645687,0.339075,3608909.0,21.27374,20.934666,19.255367,19.363688,17.78273,13.978469,20.63716,0.958476,0.971836,0.997575,0.99851,0.999682,0.99988,0.984147,25.48056,24.601196,25.495258,42389710.0,1255.0,0.0,0.0,0.0,0.0,0.0,0.0,831.1379,449.40704,6.255158,1.156573,0.001439,1.8e-05,107.61512,1.434785,1.254203,1.320131,29909625000.0,48.439846,1.187389,1.1861,13.210164,1.994847,0.496291,0.104406,1.039984,0.0,191562.0,0.297506,296.02023,0.5,6441.043,0.552662,3866.7812,0.128434,516.0649,2.587109,39.800266,32.404663,31.647902,15.188079,2.68337,10.366595,22.537601,-0.10832,1.580957,3.804261,146.71056,83.288086,1.381792,0.0,0.0,0.0,2048.0,0.0,0.0,1.0,8200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,231.0,232.0,18.0,18.0,5.0,9010.0,0.0,0.0,2060p310,,SER,2052p302,0.277352,0.1923519999999999,0.0018923091176347,6.812312823484934,10.865621548674472,2.633175804917742,0.0448036058827089,2.6779794108004507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNIa,0.085,205.9994,30.9336
68,dr9 and local_universe,ZTF18aaasvcd,ZTF18aaasvcd,None,None,None,ZTFmarshal,9907737383406864.0,49.23837201919829,142.23064004569983,32.40224271304919,127.68287736910332,45.55994905550895,169.0595178322533,58136.36615855623,57478.20973379667,3128.0,581444.0,0.0,0.0,0.0,224.5347,1641.5538,0.0,0.0,0.0,0.0,0.0,3523078800000.0,1211.2405,2733.8572,4690.5283,3026.3953,12744.436,54158.805,5081.916,14.791924,13.90806,13.321945,13.797686,12.236698,10.665828,13.234931,0.014346,7.509338,17.185686,32.351402,7.512448,17.191103,32.35416,1160.878,2.565856,0.586662,0.075912,0.039559,0.000192,5e-06,0.36884,2656.7568,4679.138,3021.88,12740.378,54152.293,5001.244,0.015204,0.013504,12.482198,11.910311,3.603705,5.468664,0.010899,0.577365,0.459501,0.999582,0.000424,0.000844,0.001728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.45757,108.78829,58.878033,0.898913,3903981.0,14.838034,13.93912,13.324585,13.799307,12.237044,10.665957,13.252305,0.958421,0.971798,0.997572,0.998508,0.999682,0.99988,0.984126,167.36743,26.074085,185.67834,29626929.0,3344.0,0.0,0.0,0.0,0.0,0.0,0.0,321.31268,181.51683,5.773689,1.080271,0.001024,1.3e-05,106.72026,1.92006,1.298079,1.241716,16141570000000.0,83.25895,24.600634,33.2933,631.47723,116.64308,11.389702,1.017728,23.791164,0.0,94956.0,0.686815,3773902.8,0.627283,212790000.0,0.522107,146617810.0,-0.547344,12953898.0,21.995943,1859.528,2034.9126,1289.2002,601.0339,176.39873,117.31617,3037.3652,-0.474722,1.562263,1.571087,22.018574,58.71425,-0.07228,0.0,0.0,0.0,0.0,0.0,0.0,1.0,528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,2.0,2.0,232.0,230.0,14.0,14.0,3.0,9011.0,0.0,0.0,1420p492,L3,SER,1416p499,0.017528,0.0084179999999999,0.0006882437710895,2.4776775759223493,0.4634782265920806,0.1126424802938591,1.422850866166423e-06,0.1126439031447253,3128.0,SGA-2020 3128,UGC05049,26903.0,142.2307185,49.2385007,Sc,156.0,1.49279,0.194089,0.0091043,24.8495,15.351,False,LEDA-20181114,857.0,UGC05049,1.0,True,142.2307185,49.2385007,1.49279,1420p492,142.2306400457,49.2383720191983,2.78449,SB26,156.726,0.184723,142.230474123272,49.2384692990262,52.3608,SNIa,0.00911,142.22965569999997,49.2381258
69,dr9,ZTF18aaasvcd,ZTF18aaasvcd,None,None,None,ZTFmarshal,9907737383406872.0,49.23244491672848,142.23138573621856,32.39692328368078,127.68602682894893,45.56152684543614,169.06770740360864,58136.36615855623,57478.20973379667,0.0,581444.0,525.51074,533.77637,509.09622,217.65501,1560.1283,0.0,0.0,0.0,0.0,0.0,1790542600.0,24.656828,42.353962,-114.158905,-115.326126,-1442.1635,-10852.928,21.30203,19.020157,18.432764,,,,,19.178947,0.014365,0.260298,0.453372,0.230921,0.456147,0.901512,1.07435,23.630346,6.607458,1.906425,0.346898,0.119229,0.000255,6e-06,0.621235,41.158005,-113.88134,-115.15384,-1441.7036,-10851.621,20.963453,8.053776,9.942274,246.112,152.69844,18.89087,11.04639,32.51493,0.597585,0.477719,0.999807,0.02485,0.023805,0.021581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.54874,158.47256,58.878033,0.602461,3903981.0,19.066324,18.463863,,,,,19.196342,0.958369,0.971763,0.997569,0.998506,0.999681,0.99988,0.984106,489.2586,434.58014,508.67828,29626907.0,3352.0,0.0,0.0,0.0,0.0,0.0,0.0,503.5063,246.64792,5.773689,1.080271,0.001024,1.3e-05,106.72026,2.042783,1.559366,1.241716,3652804900.0,3.523565,4.097305,3.688513,141.52165,27.337086,3.809093,0.622072,2.329381,0.0,94956.0,-0.732479,1157.7576,0.922384,12917.607,0.222746,20732.91,-0.467382,80.55148,13.2048,60.74175,56.82823,-67.07389,-39.762146,-23.003107,-26.577131,16.523073,,,,21.323622,50.95856,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,3.0,3.0,233.0,232.0,14.0,14.0,3.0,9011.0,0.0,0.0,1420p492,,SER,1416p499,0.011356,0.0022459999999999,0.0057921075169059,20.85158706086152,3.9005303541163214,1.5790914713484128,0.013324124989639,1.5924155963380515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNIa,0.00911,142.22965569999997,49.2381258
