snname,index,targetid,tileid,petal,night,ra,dec,pmra,pmdec,ref_epoch,override,hemisphere,sn_ra,sn_dec,sn_z,program,priority,tns_name,iau_name,ptfiptf_name,spname,z,zerr,zwarn,chi2,deltachi2,spectype,subtype
13adc,1,2305843020236326718,213,3,20210414,216.763454096445,34.859649511333,0.0,0.0,0.0,False,north,216.763791,34.860093,0.07752,PTF-iPTF,1.0,None,None,iPTF13adc,iPTF13adc,0.0776152648495014,4.34640566279061e-05,0.0,8070.60611645877,1484.21433732845,GALAXY,
13adc,1,2305843020236326718,214,3,20210415,216.763454096445,34.859649511333,0.0,0.0,0.0,False,north,216.763791,34.860093,0.07752,PTF-iPTF,1.0,None,None,iPTF13adc,iPTF13adc,0.0775528070290705,3.22184420742158e-05,0.0,8728.05110832397,2244.1864057784,GALAXY,
13adc,1,39632976388030898,206,3,20210416,216.763454096445,34.859649511333,0.0,0.0,0.0,False,north,216.763791,34.860093,0.07752,PTF-iPTF,1.0,None,None,iPTF13adc,iPTF13adc,0.0775808595057314,2.19980234241344e-05,0.0,10589.899851108,4646.0213363776,GALAXY,
13adc,1,2305843020236326718,215,3,20210428,216.763454096445,34.859649511333,0.0,0.0,0.0,False,north,216.763791,34.860093,0.07752,PTF-iPTF,1.0,None,None,iPTF13adc,iPTF13adc,0.0775972419251664,2.77721575280051e-05,0.0,8280.77946843114,2416.31729084626,GALAXY,
13akg,1,39633321814132277,81065,5,20210327,173.65425,54.8913333333,0.0,0.0,0.0,False,north,173.651858,54.889914,0.019,PTF-iPTF,1.0,None,None,iPTF13akg,iPTF13akg,0.0193159423741227,3.43529713134508e-06,0.0,13362.95794392,14987.3938219815,GALAXY,
13akg,2,39633318324472017,81073,9,20210404,173.756666667,54.8505,0.0,0.0,0.0,False,north,173.651858,54.889914,0.019,PTF-iPTF,1.0,None,None,iPTF13akg,iPTF13akg,0.00396293283399272,8.09414203529376e-06,0.0,8618.85694717962,1655.22947040599,GALAXY,
13alq,2,39633314847391860,81058,0,20210324,177.011242259003,54.5811333193485,0.0,0.0,0.0,False,north,177.008701,54.577273,0.054,PTF-iPTF,1.0,None,None,iPTF13alq,iPTF13alq,0.0533038779428718,3.95441792403943e-06,0.0,7948.08500188589,2045.3941814974,GALAXY,
13asr,1,39628417108281069,80664,2,20210402,191.869125599858,27.0675955177208,0.0,0.0,0.0,False,south,191.869226,27.06766,0.1545,PTF-iPTF,1.0,None,None,iPTF13asr,iPTF13asr,0.154147864953889,1.89047773087231e-06,0.0,9541.31443881989,15118.8520765305,GALAXY,
13ass,1,39628443918275231,80664,5,20210402,192.705254237162,28.1874788915467,0.0,0.0,0.0,False,south,192.705066,28.187674,0.155,PTF-iPTF,1.0,None,None,iPTF13ass,iPTF13ass,-0.00199569129234795,4.13114935733491e-48,1570.0,9e+99,1.94266889222573e+84,STAR,CV
13blb,1,39628427904417989,120,1,20210407,194.35155,27.49781,0.0,0.0,0.0,False,south,194.342323,27.469607,0.1085,PTF-iPTF,1.0,None,None,iPTF13blb,iPTF13blb,0.0245265134920458,1.0124345782631e-05,0.0,42166.5477825208,47789.8502607858,GALAXY,
13cap,1,39628435668078316,80616,0,20201223,356.246761971569,27.7635211998911,0.0,0.0,0.0,False,south,356.246564,27.763728,0.057,PTF-iPTF,1.0,None,None,iPTF13cap,iPTF13cap,0.0572511626009436,9.38406899775641e-07,0.0,12174.6575183868,44170.9561214447,GALAXY,
13ta,2,39627927029024011,148,6,20210407,210.682568128723,5.73491343320331,0.0,0.0,0.0,False,south,210.679572,5.73411,0.063268,PTF-iPTF,1.0,None,None,iPTF13ta,iPTF13ta,0.0633940626996405,2.0984967046626e-05,0.0,12892.47345943,6822.51265861886,GALAXY,
13zl,1,39633136417507650,590,2,20210507,234.305291667,43.2983055556,0.0,0.0,0.0,False,north,234.302255,43.302161,0.021,PTF-iPTF,1.0,None,None,iPTF13zl,iPTF13zl,0.0191617151173715,5.32301894077694e-06,0.0,19738.8647657149,20032.9291008865,GALAXY,
13zl,2,1005093910478849,577,2,20210509,234.303916667,43.2961944444,0.0,0.0,0.0,False,north,234.302255,43.302161,0.021,PTF-iPTF,1.0,None,None,iPTF13zl,iPTF13zl,0.0190445565454112,1.05506192162398e-06,0.0,14413.2197909355,37791.8825037181,GALAXY,
13zl,3,1005093910478848,580,2,20210512,234.30175,43.3014166667,0.0,0.0,0.0,False,north,234.302255,43.302161,0.021,PTF-iPTF,1.0,None,None,iPTF13zl,iPTF13zl,0.0196094102846083,1.52580093927051e-06,0.0,12106.0963416398,21021.1104449928,GALAXY,
