snname,index,ra,dec,pmra,pmdec,ref_epoch,override,hemisphere,sn_ra,sn_dec,sn_z,program,priority,tns_name,iau_name,ptfiptf_name,spname,z,zerr,zdisp
SNF20070812-008,1,53.4494571085026,-11.1414129115953,0.0,0.0,0.0,False,south,53.449,-11.1418,-9999.0,search_selection,3.0,None,None,None,SNF20070812-008,,,
SNF20070815-005,1,263.141964065382,32.9505607830671,0.0,0.0,0.0,False,north,263.14,32.9495,-9999.0,search_selection,3.0,None,None,None,SNF20070815-005,,,
SNF20070815-011,1,328.58605986945,13.783915141116,0.0,0.0,0.0,False,south,328.5799,13.7842,-9999.0,search_selection,3.0,None,None,None,SNF20070815-011,,,
SNF20070815-011,2,328.578818313571,13.7852867201889,0.0,0.0,0.0,False,south,328.5799,13.7842,-9999.0,search_selection,3.0,None,None,None,SNF20070815-011,,,
SNF20070815-011,3,328.583543272223,13.7902718977253,0.0,0.0,0.0,False,south,328.5799,13.7842,-9999.0,search_selection,3.0,None,None,None,SNF20070815-011,,,
SNF20070815-011,9,328.58249,13.78626,0.0,0.0,0.0,False,south,328.5799,13.7842,-9999.0,search_selection,2.0,None,None,None,SNF20070815-011,,,
SNF20070816-001,1,359.71129677445,7.29025640403385,0.0,0.0,0.0,False,south,359.7149,7.2895,-9999.0,search_selection,3.0,None,None,None,SNF20070816-001,,,
SNF20070816-001,2,359.712118897089,7.28784503656611,0.0,0.0,0.0,False,south,359.7149,7.2895,-9999.0,search_selection,3.0,None,None,None,SNF20070816-001,,,
SNF20070816-001,3,359.709147458699,7.29191593008508,0.0,0.0,0.0,False,south,359.7149,7.2895,-9999.0,search_selection,3.0,None,None,None,SNF20070816-001,,,
SNF20070816-003,1,40.4956271818312,9.91861515928376,0.0,0.0,0.0,False,south,40.4949,9.9188,-9999.0,search_selection,3.0,None,None,None,SNF20070816-003,,,
SNF20070816-006/SN2007gu,1,343.426035082507,12.0992875991043,0.0,0.0,0.0,False,south,343.4273,12.0984,-9999.0,historical_SNIa,1.0,None,SN2007gu,None,SN2007gu,,,
SNF20070816-009,1,36.4654337557759,6.05876306696882,0.0,0.0,0.0,False,south,36.4653,6.0588,-9999.0,search_selection,3.0,None,None,None,SNF20070816-009,,,
SNF20070817-000,1,245.251993077964,29.7217271811526,0.0,0.0,0.0,False,south,245.2495,29.7203,-9999.0,search_selection,3.0,None,None,None,SNF20070817-000,,,
SNF20070817-000,2,245.251125369065,29.7212193570903,0.0,0.0,0.0,False,south,245.2495,29.7203,-9999.0,search_selection,3.0,None,None,None,SNF20070817-000,,,
SNF20070817-000,3,245.248659745951,29.7312053586966,0.0,0.0,0.0,False,south,245.2495,29.7203,-9999.0,search_selection,3.0,None,None,None,SNF20070817-000,,,
SNF20070817-003,1,24.3935928330533,-9.19890513867466,0.0,0.0,0.0,False,south,24.3934,-9.1987,-9999.0,historical_SNIa,1.0,None,None,None,SNF20070817-003,,,
SNF20070817-003,2,24.404335600688,-9.19452354260447,0.0,0.0,0.0,False,south,24.3934,-9.1987,-9999.0,historical_SNIa,1.0,None,None,None,SNF20070817-003,,,
SNF20070818-001,1,17.7304976104516,-6.4524354398415,0.0,0.0,0.0,False,south,17.7285,-6.4538,-9999.0,historical_SNIa,1.0,None,None,None,SNF20070818-001,,,
SNF20070819-007/SN2007gv,1,24.7757869049724,6.24517325392922,0.0,0.0,0.0,False,south,24.7735,6.2449,-9999.0,historical_SNIa,1.0,None,SN2007gv,None,SN2007gv,,,
SNF20070820-000,1,340.929186989509,24.3661521632926,0.0,0.0,0.0,False,south,340.9286,24.3655,-9999.0,historical_SNIa,1.0,None,None,None,SNF20070820-000,,,
SNF20070820-006/SN2007ha,1,11.5076722771338,-23.2374003137593,0.0,0.0,0.0,False,south,11.5074,-23.2373,-9999.0,historical_SNIa,5.0,None,SN2007ha,None,SN2007ha,,,
SNF20070820-009,1,325.919759247854,20.3298935459721,0.0,0.0,0.0,False,south,325.9196,20.3299,-9999.0,search_selection,3.0,None,None,None,SNF20070820-009,,,
SNF20070822-002,1,27.336313856341,-0.399595813860442,0.0,0.0,0.0,False,south,27.3368,-0.3995,-9999.0,search_selection,3.0,None,None,None,SNF20070822-002,,,
SNF20070822-004/SN2007hd,1,47.2366886435263,-11.273300073128,0.0,0.0,0.0,False,south,47.2351,-11.2729,-9999.0,historical_SNIa,5.0,None,SN2007hd,None,SN2007hd,,,
SNF20070824-003/SN2007he,1,42.9172200208281,-12.6578614836266,0.0,0.0,0.0,False,south,42.9173,-12.6587,-9999.0,historical_SNIa,5.0,None,SN2007he,None,SN2007he,,,
SNF20070825-001/SN2007if,1,17.7141708444392,15.4609588443256,0.0,0.0,0.0,False,south,17.714,15.4611,-9999.0,historical_SNIa,1.0,None,SN2007if,None,SN2007if,,,
SNF20070825-001/SN2007if,9,17.71826,15.46333,0.0,0.0,0.0,False,south,17.714,15.4611,-9999.0,historical_SNIa,1.0,None,SN2007if,None,SN2007if,,,
SNF20070825-008,1,26.0750751257764,13.7572642168346,0.0,0.0,0.0,False,south,26.0752,13.757,-9999.0,search_selection,3.0,None,None,None,SNF20070825-008,,,
SNF20070826-006/SN2007hh,1,251.744715379143,38.9340645913129,0.0,0.0,0.0,False,north,251.7462,38.934,-9999.0,historical_SNIa,5.0,None,SN2007hh,None,SN2007hh,,,
SNF20070826-006/SN2007hh,2,251.743584998103,38.9285148381529,0.0,0.0,0.0,False,north,251.7462,38.934,-9999.0,historical_SNIa,5.0,None,SN2007hh,None,SN2007hh,,,
SNF20070826-006/SN2007hh,3,251.746018952732,38.9328212192,0.0,0.0,0.0,False,north,251.7462,38.934,-9999.0,historical_SNIa,5.0,None,SN2007hh,None,SN2007hh,,,
SNF20070829-013,1,38.4329610352275,8.01651746415331,0.0,0.0,0.0,False,south,38.4327,8.0166,-9999.0,search_selection,3.0,None,None,None,SNF20070829-013,,,
SNF20070831-006,1,326.021559459124,-8.6199642856171,0.0,0.0,0.0,False,south,326.0212,-8.6195,-9999.0,search_selection,3.0,None,None,None,SNF20070831-006,,,
SNF20070831-015,1,337.857044716121,10.7949585512348,0.0,0.0,0.0,False,south,337.8565,10.7948,-9999.0,historical_SNIa,1.0,None,None,None,SNF20070831-015,,,
SNF20070831-022/SN2007hk,1,311.989576291786,-5.40558173134188,0.0,0.0,0.0,False,south,311.9881,-5.4071,-9999.0,historical_SNIa,1.0,None,SN2007hk,None,SN2007hk,,,
SNF20070831-022/SN2007hk,2,311.987115819185,-5.40588558592304,0.0,0.0,0.0,False,south,311.9881,-5.4071,-9999.0,historical_SNIa,1.0,None,SN2007hk,None,SN2007hk,,,
SNF20070901-005/SN2007hp,1,9.50943096281125,-14.9638528049217,0.0,0.0,0.0,False,south,9.5061,-14.9634,-9999.0,historical_SNIa,1.0,None,SN2007hp,None,SN2007hp,,,
SNF20070901-005/SN2007hp,2,9.50815727980147,-14.9638466296755,0.0,0.0,0.0,False,south,9.5061,-14.9634,-9999.0,historical_SNIa,1.0,None,SN2007hp,None,SN2007hp,,,
SNF20070901-009,1,328.192416030845,7.9316872592946,0.0,0.0,0.0,False,south,328.1926,7.9323,-9999.0,search_selection,3.0,None,None,None,SNF20070901-009,,,
SNF20070901-009,2,328.194630265862,7.92612831328393,0.0,0.0,0.0,False,south,328.1926,7.9323,-9999.0,search_selection,3.0,None,None,None,SNF20070901-009,,,
SNF20070901-009,9,328.19196,7.93316,0.0,0.0,0.0,False,south,328.1926,7.9323,-9999.0,search_selection,2.0,None,None,None,SNF20070901-009,,,
SNF20070902-010,1,25.1818754177732,-5.09985740150991,0.0,0.0,0.0,False,south,25.1818,-5.0997,-9999.0,search_selection,3.0,None,None,None,SNF20070902-010,,,
SNF20070902-017,1,14.5728310920206,-5.68209874236248,0.0,0.0,0.0,False,south,14.5726,-5.6812,-9999.0,search_selection,3.0,None,None,None,SNF20070902-017,,,
SNF20070902-018,1,20.2888528635609,-4.23651925458659,0.0,0.0,0.0,False,south,20.2891,-4.2376,-9999.0,historical_SNIa,1.0,None,None,None,SNF20070902-018,,,
SNF20070902-021,1,10.6847916667,41.2690555556,0.0,0.0,0.0,False,south,7.5029,33.2927,-9999.0,historical_SNIa,5.0,None,None,None,SNF20070902-021,,,
SNF20070902-021,9,7.50321,33.29225,0.0,0.0,0.0,False,south,7.5029,33.2927,-9999.0,historical_SNIa,5.0,None,None,None,SNF20070902-021,,,
SNF20070903-001,1,41.4787256364822,11.1246526970571,0.0,0.0,0.0,False,south,41.4786,11.1241,-9999.0,historical_SNIa,5.0,None,None,None,SNF20070903-001,,,
SNF20070905-005,1,4.18127547427921,-20.0665499398726,0.0,0.0,0.0,False,south,4.1816,-20.0651,-9999.0,search_selection,3.0,None,None,None,SNF20070905-005,,,
SNF20070905-005,2,4.17942474623615,-20.0660678920254,0.0,0.0,0.0,False,south,4.1816,-20.0651,-9999.0,search_selection,3.0,None,None,None,SNF20070905-005,,,
SNF20070905-005,3,4.18685220682638,-20.0567171123858,0.0,0.0,0.0,False,south,4.1816,-20.0651,-9999.0,search_selection,3.0,None,None,None,SNF20070905-005,,,
SNF20070910-005/SN2007io,1,16.196935004625,4.51885554305961,0.0,0.0,0.0,False,south,16.1987,4.5212,-9999.0,historical_SNIa,5.0,None,SN2007io,None,SN2007io,,,
SNF20070910-005/SN2007io,2,16.1980017573987,4.52466771533417,0.0,0.0,0.0,False,south,16.1987,4.5212,-9999.0,historical_SNIa,5.0,None,SN2007io,None,SN2007io,,,
SNF20070910-005/SN2007io,3,16.1972997083587,4.50555207300248,0.0,0.0,0.0,False,south,16.1987,4.5212,-9999.0,historical_SNIa,5.0,None,SN2007io,None,SN2007io,,,
SNF20070911-004,1,338.292290879312,15.2957953186188,0.0,0.0,0.0,False,south,338.2919,15.2958,-9999.0,search_selection,3.0,None,None,None,SNF20070911-004,,,
SNF20070912-000,1,1.15330707765206,18.1532060217237,0.0,0.0,0.0,False,south,1.1531,18.1539,-9999.0,historical_SNIa,5.0,None,None,None,SNF20070912-000,,,
SNF20070912-001,1,23.29732049136,19.2004423993531,0.0,0.0,0.0,False,south,23.2938,19.203,-9999.0,search_selection,3.0,None,None,None,SNF20070912-001,,,
SNF20070912-001,2,23.2996439829892,19.203514325485,0.0,0.0,0.0,False,south,23.2938,19.203,-9999.0,search_selection,3.0,None,None,None,SNF20070912-001,,,
SNF20070912-001,9,23.29376,19.20274,0.0,0.0,0.0,False,south,23.2938,19.203,-9999.0,search_selection,2.0,None,None,None,SNF20070912-001,,,
SNF20070914-000,1,16.6542199717595,23.2834284230213,0.0,0.0,0.0,False,south,16.6536,23.2837,-9999.0,search_selection,3.0,None,None,None,SNF20070914-000,,,
SNF20070914-000,2,16.6565267894616,23.2846977680606,0.0,0.0,0.0,False,south,16.6536,23.2837,-9999.0,search_selection,3.0,None,None,None,SNF20070914-000,,,
SNF20070914-004,1,265.75654513945,30.9793140371459,0.0,0.0,0.0,False,south,265.7565,30.9784,-9999.0,search_selection,3.0,None,None,None,SNF20070914-004,,,
SNF20070914-006,1,12.848573493681,-5.06407108385046,0.0,0.0,0.0,False,south,12.8506,-5.0685,-9999.0,search_selection,3.0,None,None,None,SNF20070914-006,,,
SNF20070914-006,2,12.8461937821884,-5.06611082202565,0.0,0.0,0.0,False,south,12.8506,-5.0685,-9999.0,search_selection,3.0,None,None,None,SNF20070914-006,,,
SNF20070914-006,3,12.8519312994353,-5.07042041722274,0.0,0.0,0.0,False,south,12.8506,-5.0685,-9999.0,search_selection,3.0,None,None,None,SNF20070914-006,,,
SNF20070914-006,9,12.85086,-5.06876,0.0,0.0,0.0,False,south,12.8506,-5.0685,-9999.0,search_selection,2.0,None,None,None,SNF20070914-006,,,
SNF20070915-000,1,0.832613451885707,32.1861843799124,0.0,0.0,0.0,False,south,0.8327,32.1864,-9999.0,search_selection,3.0,None,None,None,SNF20070915-000,,,
SNF20070915-004,1,2.95966163018851,30.9556442564257,0.0,0.0,0.0,False,south,2.9596,30.9559,-9999.0,search_selection,3.0,None,None,None,SNF20070915-004,,,
SNF20070915-007,1,23.6177200073213,26.6513098729804,0.0,0.0,0.0,False,south,23.6189,26.6523,-9999.0,search_selection,3.0,None,None,None,SNF20070915-007,,,
SNF20070915-011,1,40.4250727174945,-14.8336500560989,0.0,0.0,0.0,False,south,40.4249,-14.8335,-9999.0,search_selection,3.0,None,None,None,SNF20070915-011,,,
SNF20070915-017,1,31.7568469572115,5.34481317207175,0.0,0.0,0.0,False,south,31.7555,5.3457,-9999.0,search_selection,3.0,None,None,None,SNF20070915-017,,,
SNF20070920-014,1,34.8619654652532,24.0217029561652,0.0,0.0,0.0,False,south,34.864,24.0225,-9999.0,historical_SNIa,1.0,None,None,None,SNF20070920-014,,,
SNF20070924-005,1,25.8386408947802,-23.007451358508,0.0,0.0,0.0,False,south,25.8388,-23.007,-9999.0,search_selection,3.0,None,None,None,SNF20070924-005,,,
SNF20070924-006,1,58.3482380286295,-16.7129600278816,0.0,0.0,0.0,False,south,58.3492,-16.7139,-9999.0,search_selection,3.0,None,None,None,SNF20070924-006,,,
SNF20070924-006,2,58.3541842196651,-16.7149297968814,0.0,0.0,0.0,False,south,58.3492,-16.7139,-9999.0,search_selection,3.0,None,None,None,SNF20070924-006,,,
SNF20070924-006,3,58.3551296821005,-16.7159871465951,0.0,0.0,0.0,False,south,58.3492,-16.7139,-9999.0,search_selection,3.0,None,None,None,SNF20070924-006,,,
SNF20070924-006,9,58.34916,-16.71394,0.0,0.0,0.0,False,south,58.3492,-16.7139,-9999.0,search_selection,2.0,None,None,None,SNF20070924-006,,,
SNF20070925-006,1,31.2054682413225,-18.3078672937938,0.0,0.0,0.0,False,south,31.2077,-18.3075,-9999.0,search_selection,3.0,None,None,None,SNF20070925-006,,,
SNF20070925-006,2,31.2107028832447,-18.3078976042768,0.0,0.0,0.0,False,south,31.2077,-18.3075,-9999.0,search_selection,3.0,None,None,None,SNF20070925-006,,,
SNF20070925-006,3,31.2069443035399,-18.3063491403962,0.0,0.0,0.0,False,south,31.2077,-18.3075,-9999.0,search_selection,3.0,None,None,None,SNF20070925-006,,,
SNF20070925-006,9,31.20774,-18.30776,0.0,0.0,0.0,False,south,31.2077,-18.3075,-9999.0,search_selection,2.0,None,None,None,SNF20070925-006,,,
SNF20070930-008,1,351.608830776541,23.5962274095426,0.0,0.0,0.0,False,south,351.6067,23.5955,-9999.0,historical_SNIa,5.0,None,None,None,SNF20070930-008,,,
SNF20071001-005,1,36.4586604978212,25.4064921404765,0.0,0.0,0.0,False,south,36.4577,25.4053,-9999.0,historical_SNIa,1.0,None,None,None,SNF20071001-005,,,
SNF20071003-004,1,41.203061095998,-16.3250307656003,0.0,0.0,0.0,False,south,41.2037,-16.3249,-9999.0,historical_SNIa,5.0,None,None,None,SNF20071003-004,,,
SNF20071003-016,1,36.8589891030063,9.7497496790236,0.0,0.0,0.0,False,south,36.8591,9.7501,-9999.0,historical_SNIa,1.0,None,None,None,SNF20071003-016,,,
SNF20071007-018,1,356.685893054807,22.0758892976614,0.0,0.0,0.0,False,south,356.6837,22.0746,-9999.0,search_selection,3.0,None,None,None,SNF20071007-018,,,
SNF20071007-018,2,356.68565478338,22.0723944447946,0.0,0.0,0.0,False,south,356.6837,22.0746,-9999.0,search_selection,3.0,None,None,None,SNF20071007-018,,,
SNF20071007-018,9,356.67961,22.07314,0.0,0.0,0.0,False,south,356.6837,22.0746,-9999.0,search_selection,2.0,None,None,None,SNF20071007-018,,,
SNF20071012-004,1,23.4620416667,30.6602222222,0.0,0.0,0.0,False,south,23.8265,26.8854,-9999.0,historical_SNIa,5.0,None,None,None,SNF20071012-004,,,
SNF20071012-004,9,23.82536,26.88501,0.0,0.0,0.0,False,south,23.8265,26.8854,-9999.0,historical_SNIa,5.0,None,None,None,SNF20071012-004,,,
SNF20071014-003,1,60.5664993471573,-0.930174611934011,0.0,0.0,0.0,False,south,60.5654,-0.93,-9999.0,search_selection,3.0,None,None,None,SNF20071014-003,,,
SNF20071014-003,2,60.5645587888917,-0.934016637170853,0.0,0.0,0.0,False,south,60.5654,-0.93,-9999.0,search_selection,3.0,None,None,None,SNF20071014-003,,,
SNF20071015-000,1,346.391640426734,9.12449245240325,0.0,0.0,0.0,False,south,346.3934,9.1242,-9999.0,historical_SNIa,1.0,None,None,None,SNF20071015-000,,,
SNF20071015-000,2,346.390813856761,9.12408979938669,0.0,0.0,0.0,False,south,346.3934,9.1242,-9999.0,historical_SNIa,1.0,None,None,None,SNF20071015-000,,,
SNF20071015-000,3,346.392634971373,9.12107492398376,0.0,0.0,0.0,False,south,346.3934,9.1242,-9999.0,historical_SNIa,1.0,None,None,None,SNF20071015-000,,,
SNF20071015-035,1,52.7110373133893,-7.00901958574754,0.0,0.0,0.0,False,south,52.7111,-7.0087,-9999.0,search_selection,3.0,None,None,None,SNF20071015-035,,,
SNF20071020-004,1,30.8666275934555,11.3502479885218,0.0,0.0,0.0,False,south,30.8664,11.3508,-9999.0,search_selection,3.0,None,None,None,SNF20071020-004,,,
SNF20071021-000/SN2007s1,1,3.75037530704159,16.333122811037,0.0,0.0,0.0,False,south,3.7493,16.3349,-9999.0,historical_SNIa,1.0,None,SN2007s1,None,SN2007s1,,,
SNF20071021-008,1,39.4042355730398,9.63733872158955,0.0,0.0,0.0,False,south,39.4034,9.6398,-9999.0,search_selection,3.0,None,None,None,SNF20071021-008,,,
SNF20071021-008,9,39.40351,9.63969,0.0,0.0,0.0,False,south,39.4034,9.6398,-9999.0,search_selection,2.0,None,None,None,SNF20071021-008,,,
SNF20071108-000,1,50.4748012995051,-17.0768467367612,0.0,0.0,0.0,False,south,50.4737,-17.0762,-9999.0,search_selection,3.0,None,None,None,SNF20071108-000,,,
SNF20071108-002,1,27.432832227039,-25.0700496405553,0.0,0.0,0.0,False,south,27.4329,-25.0699,-9999.0,search_selection,3.0,None,None,None,SNF20071108-002,,,
SNF20071108-007,1,37.9337945030196,-23.9770269675953,0.0,0.0,0.0,False,south,37.9336,-23.9769,-9999.0,search_selection,3.0,None,None,None,SNF20071108-007,,,
SNF20071108-009,1,38.0805558380828,7.397328178361,0.0,0.0,0.0,False,south,38.0817,7.3994,-9999.0,historical_SNIa,1.0,None,None,None,SNF20071108-009,,,
SNF20071108-021,1,121.525498808934,30.5461026734839,0.0,0.0,0.0,False,north,121.5263,30.5466,-9999.0,historical_SNIa,1.0,None,None,None,SNF20071108-021,,,
SNF20071108-021,2,121.524462513482,30.5434424553714,0.0,0.0,0.0,False,north,121.5263,30.5466,-9999.0,historical_SNIa,1.0,None,None,None,SNF20071108-021,,,
SNF20071109-003,1,19.6301063422013,23.2241642892584,0.0,0.0,0.0,False,south,19.6304,23.2248,-9999.0,historical_SNIa,5.0,None,None,None,SNF20071109-003,,,
SNF20071117-011,1,1.88346311304494,28.8752593388648,0.0,0.0,0.0,False,south,1.8802,28.8769,-9999.0,search_selection,3.0,None,None,None,SNF20071117-011,,,
SNF20071117-011,2,1.89334084113457,28.8771448937559,0.0,0.0,0.0,False,south,1.8802,28.8769,-9999.0,search_selection,3.0,None,None,None,SNF20071117-011,,,
SNF20071117-011,3,1.87168621092402,28.8786238333398,0.0,0.0,0.0,False,south,1.8802,28.8769,-9999.0,search_selection,3.0,None,None,None,SNF20071117-011,,,
SNF20071117-011,9,1.88033,28.87664,0.0,0.0,0.0,False,south,1.8802,28.8769,-9999.0,search_selection,2.0,None,None,None,SNF20071117-011,,,
SNF20071117-013,1,7.95161074437981,-22.2541538450366,0.0,0.0,0.0,False,south,7.9529,-22.2539,-9999.0,search_selection,3.0,None,None,None,SNF20071117-013,,,
SNF20071117-037,1,16.1952626486777,29.5774466944624,0.0,0.0,0.0,False,north,16.1971,29.5789,-9999.0,search_selection,3.0,None,None,None,SNF20071117-037,,,
SNF20071117-039,1,10.5657841539752,-19.1937669040984,0.0,0.0,0.0,False,south,10.5629,-19.1935,-9999.0,historical_SNIa,1.0,None,None,None,SNF20071117-039,,,
SNF20071117-039,2,10.5610062534045,-19.1932558064977,0.0,0.0,0.0,False,south,10.5629,-19.1935,-9999.0,historical_SNIa,1.0,None,None,None,SNF20071117-039,,,
SNF20071117-046,1,358.449907083761,29.0358470790466,0.0,0.0,0.0,False,south,358.449,29.0348,-9999.0,search_selection,3.0,None,None,None,SNF20071117-046,,,
SNF20071117-050,1,51.5829301404242,-5.84578102908269,0.0,0.0,0.0,False,south,51.5827,-5.8443,-9999.0,search_selection,3.0,None,None,None,SNF20071117-050,,,
SNF20071117-060,1,72.2972083333,-19.7745277778,0.0,0.0,0.0,False,south,72.2939,-19.7737,-9999.0,historical_SNIa,1.0,None,None,None,SNF20071117-060,,,
SNF20071118-003,1,57.7933489780665,-13.6252706614785,0.0,0.0,0.0,False,south,57.7938,-13.6259,-9999.0,search_selection,3.0,None,None,None,SNF20071118-003,,,
SNF20071118-004,1,62.4115940901351,-2.9213026151129,0.0,0.0,0.0,False,south,62.4117,-2.9209,-9999.0,search_selection,3.0,None,None,None,SNF20071118-004,,,
SNF20071118-005,1,64.6713132916937,-11.4948566506838,0.0,0.0,0.0,False,south,64.6717,-11.4966,-9999.0,historical_SNIa,1.0,None,None,None,SNF20071118-005,,,
SNF20071118-005,2,64.6713553676181,-11.4902442398889,0.0,0.0,0.0,False,south,64.6717,-11.4966,-9999.0,historical_SNIa,1.0,None,None,None,SNF20071118-005,,,
SNF20071118-006,1,74.8702003853961,-8.93765756349237,0.0,0.0,0.0,False,south,74.8702,-8.9375,-9999.0,historical_SNIa,1.0,None,None,None,SNF20071118-006,,,
SNF20080210-002,1,153.185381983313,31.0064219468677,0.0,0.0,0.0,False,north,153.1836,31.0062,-9999.0,search_selection,3.0,None,None,None,SNF20080210-002,,,
SNF20080211-000,1,182.588797575378,10.6772054919869,0.0,0.0,0.0,False,south,182.5874,10.6769,-9999.0,search_selection,3.0,None,None,None,SNF20080211-000,,,
SNF20080320-007,1,133.333625,40.6165555556,0.0,0.0,0.0,False,north,133.337,40.6171,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080320-007,,,
SNF20080320-010,1,242.994159642217,4.71903645754852,0.0,0.0,0.0,False,south,242.9944,4.7197,-9999.0,search_selection,3.0,None,None,None,SNF20080320-010,,,
SNF20080322-000,1,252.09071762293,23.6147052541707,0.0,0.0,0.0,False,south,252.0893,23.6147,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080322-000,,,
SNF20080322-003,1,256.089351359496,36.2583377214964,0.0,0.0,0.0,False,north,256.0887,36.2579,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080322-003,,,
SNF20080322-004,1,240.341989877942,20.4772073334294,0.0,0.0,0.0,False,south,240.341,20.4768,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080322-004,,,
SNF20080322-004,2,240.33543494077,20.4769742713221,0.0,0.0,0.0,False,south,240.341,20.4768,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080322-004,,,
SNF20080322-005,1,203.721872548067,54.1970924092034,0.0,0.0,0.0,False,north,203.7249,54.1982,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080322-005,,,
SNF20080323-009,1,242.834468543065,52.8436941781694,0.0,0.0,0.0,False,north,242.835,52.8416,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080323-009,,,
SNF20080324-012,1,209.00040378562,38.6362530868629,0.0,0.0,0.0,False,north,209.0013,38.6362,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080324-012,,,
SNF20080324-020,1,154.31475,-7.89758333333,0.0,0.0,0.0,False,south,154.3082,-7.9124,-9999.0,search_selection,3.0,None,None,None,SNF20080324-020,,,
SNF20080324-020,9,154.30831,-7.91229,0.0,0.0,0.0,False,north,154.3082,-7.9124,-9999.0,search_selection,2.0,None,None,None,SNF20080324-020,,,
SNF20080507-000,1,243.778714864415,50.278277259305,0.0,0.0,0.0,False,north,243.7789,50.2785,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080507-000,,,
SNF20080508-000,1,191.435057394494,27.5638453691446,0.0,0.0,0.0,False,south,191.4355,27.564,-9999.0,search_selection,3.0,None,None,None,SNF20080508-000,,,
SNF20080510-001/SN2008dk,1,224.055687448372,18.8540532486577,0.0,0.0,0.0,False,south,224.0554,18.8538,-9999.0,historical_SNIa,1.0,None,SN2008dk,None,SN2008dk,,,
SNF20080510-001/SN2008dk,9,224.06057,18.85207,0.0,0.0,0.0,False,north,224.0554,18.8538,-9999.0,historical_SNIa,1.0,None,SN2008dk,None,SN2008dk,,,
SNF20080510-005,1,204.600925713085,9.66974441684052,0.0,0.0,0.0,False,south,204.6011,9.6698,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080510-005,,,
SNF20080512-000,1,259.233468137163,31.9240802574504,0.0,0.0,0.0,False,north,259.2322,31.9232,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080512-000,,,
SNF20080512-008,1,255.894083333,31.3621944444,0.0,0.0,0.0,False,north,255.8964,31.3532,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080512-008,,,
SNF20080512-008,9,255.89381,31.3643,0.0,0.0,0.0,False,north,255.8964,31.3532,-9999.0,historical_SNIa,1.0,None,None,None,SNF20080512-008,,,
SNF20080512-010/SN2008cl,1,242.766947103452,52.4503087667291,0.0,0.0,0.0,False,north,242.7681,52.4527,-9999.0,historical_SNIa,5.0,None,SN2008cl,None,SN2008cl,,,
SNF20080512-010/SN2008cl,2,242.770380984536,52.4563839882727,0.0,0.0,0.0,False,north,242.7681,52.4527,-9999.0,historical_SNIa,5.0,None,SN2008cl,None,SN2008cl,,,
SNF20080512-010/SN2008cl,3,242.76609097129,52.459033864784,0.0,0.0,0.0,False,north,242.7681,52.4527,-9999.0,historical_SNIa,5.0,None,SN2008cl,None,SN2008cl,,,
SNF20080514-002/SN2008s1,1,202.3068,11.2759,0.0,0.0,0.0,False,south,202.3034,11.2723,-9999.0,historical_SNIa,1.0,None,SN2008s1,None,SN2008s1,,,
