snname,index,ra,dec,pmra,pmdec,ref_epoch,override,hemisphere,sn_ra,sn_dec,sn_z,program,priority,tns_name,iau_name,ptfiptf_name,spname,z,zerr,zdisp
15esn,1,190.562398999019,17.5351291079015,0.0,0.0,0.0,False,south,190.560786,17.537343,0.065,PTF-iPTF,1.0,None,None,iPTF15esn,iPTF15esn,,,
15ess,1,174.003482776217,50.0148616226742,0.0,0.0,0.0,False,north,174.003449,50.014885,0.16,PTF-iPTF,1.0,None,None,iPTF15ess,iPTF15ess,,,
15esu,1,166.835962039184,50.0132004027139,0.0,0.0,0.0,False,north,166.836277,50.013454,0.115,PTF-iPTF,1.0,None,None,iPTF15esu,iPTF15esu,,,
15esu,2,166.837337476514,50.0229937162579,0.0,0.0,0.0,False,north,166.836277,50.013454,0.115,PTF-iPTF,1.0,None,None,iPTF15esu,iPTF15esu,,,
15eur,1,16.3644219179922,28.9333086621939,0.0,0.0,0.0,False,north,16.364138,28.932982,0.06,PTF-iPTF,1.0,None,None,iPTF15eur,iPTF15eur,,,
15evc,1,170.483103062978,53.689974715672,0.0,0.0,0.0,False,north,170.482539,53.688448,0.1047,PTF-iPTF,1.0,None,None,iPTF15evc,iPTF15evc,,,
15evc,2,170.478628308734,53.6870706718257,0.0,0.0,0.0,False,north,170.482539,53.688448,0.1047,PTF-iPTF,1.0,None,None,iPTF15evc,iPTF15evc,,,
15evd,1,168.54555,48.3184,0.0,0.0,0.0,False,north,168.546458,48.318747,0.00702,PTF-iPTF,1.0,None,None,iPTF15evd,iPTF15evd,,,
15evd,2,168.537,48.31763,0.0,0.0,0.0,False,north,168.546458,48.318747,0.00702,PTF-iPTF,1.0,None,None,iPTF15evd,iPTF15evd,,,
15evd,3,168.54196,48.31983,0.0,0.0,0.0,False,north,168.546458,48.318747,0.00702,PTF-iPTF,1.0,None,None,iPTF15evd,iPTF15evd,,,
15evd,4,168.54959,48.315088,0.0,0.0,0.0,False,north,168.546458,48.318747,0.00702,PTF-iPTF,1.0,None,None,iPTF15evd,iPTF15evd,,,
15ewh,1,129.532937786865,66.5279590716114,0.0,0.0,0.0,False,north,129.520287,66.52765,0.03,PTF-iPTF,1.0,None,None,iPTF15ewh,iPTF15ewh,,,
15ezi,1,174.62258260648,60.3503598295485,0.0,0.0,0.0,False,north,174.622378,60.3504,0.177,PTF-iPTF,1.0,None,None,iPTF15ezi,iPTF15ezi,,,
15ezl,1,174.819892572838,52.025970542903,0.0,0.0,0.0,False,north,174.824249,52.026731,0.131,PTF-iPTF,1.0,None,None,iPTF15ezl,iPTF15ezl,,,
15ezl,2,174.81850998127,52.0232468934294,0.0,0.0,0.0,False,north,174.824249,52.026731,0.131,PTF-iPTF,1.0,None,None,iPTF15ezl,iPTF15ezl,,,
15fd,1,127.947097531221,10.9308497286547,0.0,0.0,0.0,False,south,127.946682,10.930648,0.096,PTF-iPTF,1.0,None,None,iPTF15fd,iPTF15fd,,,
15fdv,1,38.6942083333,18.34725,0.0,0.0,0.0,False,south,38.690081,18.343843,0.03419,PTF-iPTF,1.0,None,None,iPTF15fdv,iPTF15fdv,,,
15fhl,1,187.057046804129,17.615011621845,0.0,0.0,0.0,False,south,187.056654,17.617051,0.04372,PTF-iPTF,1.0,None,None,iPTF15fhl,iPTF15fhl,,,
15fiv,1,105.868944583361,58.2171325301617,0.0,0.0,0.0,False,north,105.869259,58.217186,0.249,PTF-iPTF,1.0,SN2015bk,None,None,SN2015bk,,,
15fjg,1,187.798173496879,57.4957044279556,0.0,0.0,0.0,False,north,187.796733,57.495536,0.093,PTF-iPTF,1.0,SN2016al,None,None,SN2016al,0.08914902756529938,2.46700314947852e-05,0.0
15fjj,1,126.784083333,27.8104722222,0.0,0.0,0.0,False,south,126.783788,27.811645,0.02028,PTF-iPTF,1.0,None,None,iPTF15fjj,iPTF15fjj,,,
15fkc,1,110.89725,21.8567222222,0.0,0.0,0.0,False,south,110.898533,21.86274,0.025911,PTF-iPTF,1.0,None,None,iPTF15fkc,iPTF15fkc,,,
15fkd,1,107.357598160622,48.9597706157846,0.0,0.0,0.0,False,north,107.357924,48.959004,0.06,PTF-iPTF,1.0,SN2016am,None,None,SN2016am,,,
15fke,1,134.969126317664,53.263267239916,0.0,0.0,0.0,False,north,134.969602,53.265226,0.09283,PTF-iPTF,1.0,SN2015bl,None,None,SN2015bl,,,
15fkq,1,136.823661016584,56.0015368587898,0.0,0.0,0.0,False,north,136.823224,56.002501,0.04522,PTF-iPTF,1.0,SN2016ek,None,None,SN2016ek,,,
15fku,1,19.3548101615242,32.9202403906683,0.0,0.0,0.0,False,south,19.354726,32.921364,0.037,PTF-iPTF,1.0,SN2016em,None,None,SN2016em,,,
15fld,1,118.08794051881,46.4740510053187,0.0,0.0,0.0,False,north,118.089327,46.47211,0.096,PTF-iPTF,1.0,None,None,iPTF15fld,iPTF15fld,,,
15fld,2,118.077243942716,46.468706971816,0.0,0.0,0.0,False,north,118.089327,46.47211,0.096,PTF-iPTF,1.0,None,None,iPTF15fld,iPTF15fld,,,
15fli,1,186.709333333,16.27175,0.0,0.0,0.0,False,south,186.709155,16.263735,0.0455,PTF-iPTF,1.0,None,None,iPTF15fli,iPTF15fli,,,
15fll,1,188.73750525197,9.84338236102022,0.0,0.0,0.0,False,south,188.737683,9.84343,0.167,PTF-iPTF,1.0,SN2016eo,None,None,SN2016eo,,,
15flr,1,181.775575553589,9.40078974206651,0.0,0.0,0.0,False,south,181.775607,9.400882,0.0885,PTF-iPTF,1.0,SN2016ep,None,None,SN2016ep,,,
15fls,1,187.112599616231,7.07539072018485,0.0,0.0,0.0,False,south,187.113722,7.078087,0.17,PTF-iPTF,1.0,SN2016es,None,None,SN2016es,,,
15fls,2,187.111390494293,7.08068217853159,0.0,0.0,0.0,False,south,187.113722,7.078087,0.17,PTF-iPTF,1.0,SN2016es,None,None,SN2016es,,,
15fmk,1,152.906401942461,3.28744325043251,0.0,0.0,0.0,False,south,152.907527,3.287636,0.04495,PTF-iPTF,1.0,None,None,iPTF15fmk,iPTF15fmk,,,
15fmr,1,183.307708333,28.8358888889,0.0,0.0,0.0,False,south,183.312129,28.838016,0.01269,PTF-iPTF,1.0,None,None,iPTF15fmr,iPTF15fmr,,,
15fmw,1,193.416422310153,51.2622731382043,0.0,0.0,0.0,False,north,193.419586,51.263713,0.09,PTF-iPTF,1.0,SN2016eq,None,None,SN2016eq,,,
15fnk,1,121.062518578877,61.5617862626211,0.0,0.0,0.0,False,north,121.066525,61.561765,0.034,PTF-iPTF,1.0,None,None,iPTF15fnk,iPTF15fnk,,,
15fnk,2,121.067573124409,61.5580343891343,0.0,0.0,0.0,False,north,121.066525,61.561765,0.034,PTF-iPTF,1.0,None,None,iPTF15fnk,iPTF15fnk,,,
15fnt,1,173.48699573789,49.1736898257383,0.0,0.0,0.0,False,north,173.487281,49.173666,0.05,PTF-iPTF,1.0,SN2016er,None,None,SN2016er,,,
15fnt,2,173.4746468903,49.1728588594309,0.0,0.0,0.0,False,north,173.487281,49.173666,0.05,PTF-iPTF,1.0,SN2016er,None,None,SN2016er,,,
15fz,1,175.768890167867,37.8729580524931,0.0,0.0,0.0,False,north,175.771509,37.871803,0.08,PTF-iPTF,1.0,None,None,iPTF15fz,iPTF15fz,,,
15fz,2,175.767550432425,37.8721336825912,0.0,0.0,0.0,False,north,175.771509,37.871803,0.08,PTF-iPTF,1.0,None,None,iPTF15fz,iPTF15fz,,,
15gc,1,157.2198,26.33652,0.0,0.0,0.0,False,south,157.218515,26.333384,0.022,PTF-iPTF,1.0,None,None,iPTF15gc,iPTF15gc,,,
15gj,1,188.785601963586,14.1174442904307,0.0,0.0,0.0,False,south,188.785304,14.117869,0.16,PTF-iPTF,1.0,None,None,iPTF15gj,iPTF15gj,,,
15go,1,216.655247229874,24.0512397103407,0.0,0.0,0.0,False,south,216.653242,24.052841,0.03,PTF-iPTF,1.0,None,None,iPTF15go,iPTF15go,,,
15ht,1,180.053236711965,56.6981098459712,0.0,0.0,0.0,False,north,180.053339,56.698084,0.195,PTF-iPTF,1.0,None,None,iPTF15ht,iPTF15ht,,,
15ic,1,62.4811336818521,-11.3395844367605,0.0,0.0,0.0,False,south,62.481015,-11.339499,0.18,PTF-iPTF,1.0,None,None,iPTF15ic,iPTF15ic,,,
15ic,2,62.4800277594478,-11.3387349499075,0.0,0.0,0.0,False,south,62.481015,-11.339499,0.18,PTF-iPTF,1.0,None,None,iPTF15ic,iPTF15ic,,,
15jg,1,186.796125,7.26313888889,0.0,0.0,0.0,False,south,186.829807,7.283961,0.025,PTF-iPTF,1.0,None,None,iPTF15jg,iPTF15jg,,,
15jg,2,186.829375,7.28405555556,0.0,0.0,0.0,False,south,186.829807,7.283961,0.025,PTF-iPTF,1.0,None,None,iPTF15jg,iPTF15jg,,,
15jq,1,173.195792251235,37.8974629879198,0.0,0.0,0.0,False,north,173.203306,37.900378,0.06,PTF-iPTF,1.0,None,None,iPTF15jq,iPTF15jq,,,
15km,1,181.383875,51.5045555556,0.0,0.0,0.0,False,north,181.380876,51.50444,0.02867,PTF-iPTF,1.0,None,None,iPTF15km,iPTF15km,,,
15kq,1,174.817664388311,57.6835318533208,0.0,0.0,0.0,False,north,174.817919,57.683653,0.066,PTF-iPTF,1.0,None,None,iPTF15kq,iPTF15kq,,,
15ku,1,188.774083333,31.2399444444,0.0,0.0,0.0,False,north,188.776092,31.243224,0.028178,PTF-iPTF,1.0,None,None,iPTF15ku,iPTF15ku,,,
15lb,1,186.833354392282,5.41246401857262,0.0,0.0,0.0,False,south,186.833474,5.412512,0.13,PTF-iPTF,1.0,None,None,iPTF15lb,iPTF15lb,,,
15li,1,188.160771255451,5.61141389840772,0.0,0.0,0.0,False,south,188.160948,5.611494,0.14,PTF-iPTF,1.0,None,None,iPTF15li,iPTF15li,,,
15lp,1,167.930875,53.9885277778,0.0,0.0,0.0,False,north,167.918962,53.985104,0.0488,PTF-iPTF,1.0,None,None,iPTF15lp,iPTF15lp,,,
15nu,1,183.841646161183,53.6773594077415,0.0,0.0,0.0,False,north,183.844024,53.676676,0.12405,PTF-iPTF,1.0,None,None,iPTF15nu,iPTF15nu,,,
15th,1,127.641776181322,22.7298884166027,0.0,0.0,0.0,False,south,127.641775,22.730248,0.1,PTF-iPTF,1.0,None,None,iPTF15th,iPTF15th,,,
15th,2,127.646077696317,22.7376290121183,0.0,0.0,0.0,False,south,127.641775,22.730248,0.1,PTF-iPTF,1.0,None,None,iPTF15th,iPTF15th,,,
15ul,1,183.515709976497,47.9011633214501,0.0,0.0,0.0,False,north,183.515657,47.901086,0.0657,PTF-iPTF,1.0,None,None,iPTF15ul,iPTF15ul,,,
15uo,1,179.531756381316,56.9704726167651,0.0,0.0,0.0,False,north,179.531943,56.970515,0.11,PTF-iPTF,1.0,None,None,iPTF15uo,iPTF15uo,,,
15vo,1,130.944690206319,19.2591686197831,0.0,0.0,0.0,False,south,130.944892,19.259089,0.052,PTF-iPTF,1.0,None,None,iPTF15vo,iPTF15vo,,,
15vo,2,130.935804943368,19.2678175124078,0.0,0.0,0.0,False,south,130.944892,19.259089,0.052,PTF-iPTF,1.0,None,None,iPTF15vo,iPTF15vo,0.21558076568153198,4.30268753088166e-05,0.0
15vw,1,187.888858471109,10.3674728624211,0.0,0.0,0.0,False,south,187.889211,10.367497,0.06,PTF-iPTF,1.0,None,None,iPTF15vw,iPTF15vw,,,
15wb,1,127.074958333,0.289305555556,0.0,0.0,0.0,False,south,127.075273,0.28965,0.0305,PTF-iPTF,1.0,None,None,iPTF15wb,iPTF15wb,,,
15wd,1,174.725250393494,55.0576434637671,0.0,0.0,0.0,False,north,174.723907,55.054763,0.05735,PTF-iPTF,1.0,None,None,iPTF15wd,iPTF15wd,0.057353706245636,4.63130788623916e-06,0.0
15wh,1,152.040956205928,45.339241698844,0.0,0.0,0.0,False,north,152.041535,45.339585,0.14,PTF-iPTF,1.0,None,None,iPTF15wh,iPTF15wh,,,
15wk,1,128.766206499932,19.1857781011085,0.0,0.0,0.0,False,south,128.766146,19.185699,0.209,PTF-iPTF,1.0,None,None,iPTF15wk,iPTF15wk,,,
15xc,1,186.079166667,33.1838055556,0.0,0.0,0.0,False,north,186.078026,33.183295,0.023,PTF-iPTF,1.0,None,None,iPTF15xc,iPTF15xc,,,
15xi,1,183.11570497888,32.1652871881398,0.0,0.0,0.0,False,north,183.116061,32.165134,0.04,PTF-iPTF,1.0,None,None,iPTF15xi,iPTF15xi,,,
15zr,1,179.745833333,54.2390277778,0.0,0.0,0.0,False,north,179.674105,54.26816,0.2,PTF-iPTF,1.0,None,None,iPTF15zr,iPTF15zr,0.0122379251436684,2.23446964286917e-06,0.0
16aas,1,181.653813154057,25.5639355548391,0.0,0.0,0.0,False,south,181.653778,25.563957,0.123,PTF-iPTF,1.0,AT2016yn,None,None,AT2016yn,,,
16aaw,1,253.628582851667,23.2611002102403,0.0,0.0,0.0,False,south,253.6286,23.26117,0.089,PTF-iPTF,1.0,AT2016yt,None,None,AT2016yt,,,
16abc,1,203.688683438117,13.8549966063021,0.0,0.0,0.0,False,south,203.689542,13.853974,0.023196,PTF-iPTF,1.0,AT2016yz,None,None,AT2016yz,,,
16abc,2,203.697260899597,13.8518062102784,0.0,0.0,0.0,False,south,203.689542,13.853974,0.023196,PTF-iPTF,1.0,AT2016yz,None,None,AT2016yz,,,
16acg,1,181.541946341974,30.9196485901809,0.0,0.0,0.0,False,north,181.541977,30.919683,0.123,PTF-iPTF,1.0,AT2016aal,None,None,AT2016aal,,,
16afx,1,217.410920760754,37.9743521834035,0.0,0.0,0.0,False,north,217.410979,37.974456,0.125,PTF-iPTF,1.0,AT2016ael,None,None,AT2016ael,,,
16ahi,1,235.843065108338,16.8147161020242,0.0,0.0,0.0,False,south,235.843105,16.814826,0.1025,PTF-iPTF,1.0,AT2016agc,None,None,AT2016agc,,,
16ahq,1,170.2653,53.17103,0.0,0.0,0.0,False,north,170.245934,53.173817,0.003856,PTF-iPTF,1.0,AT2016agi,None,None,AT2016agi,,,
16ahq,2,170.261958333,53.1695555556,0.0,0.0,0.0,False,north,170.245934,53.173817,0.003856,PTF-iPTF,1.0,AT2016agi,None,None,AT2016agi,0.00383909944455525,2.56646180003722e-06,0.0
16air,1,179.65609804487,57.5002060188261,0.0,0.0,0.0,False,north,179.656556,57.500197,0.0526,PTF-iPTF,1.0,AT2016ahi,None,None,AT2016ahi,,,
16aiw,1,155.007375,56.4611944444,0.0,0.0,0.0,False,north,155.006958,56.461067,0.0249,PTF-iPTF,1.0,AT2016ahn,None,None,AT2016ahn,,,
16alf,1,201.110916667,43.9561944444,0.0,0.0,0.0,False,north,201.111377,43.952181,0.04278,PTF-iPTF,1.0,AT2016akt,None,None,AT2016akt,,,
16alg,1,197.931734477735,33.8757956327871,0.0,0.0,0.0,False,north,197.931581,33.875727,0.0439,PTF-iPTF,1.0,AT2016aku,None,None,AT2016aku,,,
16alg,2,197.929111825407,33.8808229014548,0.0,0.0,0.0,False,north,197.931581,33.875727,0.0439,PTF-iPTF,1.0,AT2016aku,None,None,AT2016aku,,,
16alo,1,183.772375,13.59475,0.0,0.0,0.0,False,south,183.776274,13.593024,0.025,PTF-iPTF,1.0,AT2016alc,None,None,AT2016alc,,,
16alp,1,195.910208167468,55.1018764145638,0.0,0.0,0.0,False,north,195.904886,55.103154,0.02832,PTF-iPTF,1.0,AT2016ald,None,None,AT2016ald,,,
16ama,1,251.607750309325,40.0450036371973,0.0,0.0,0.0,False,north,251.607858,40.045042,0.03,PTF-iPTF,1.0,AT2016alo,None,None,AT2016alo,,,
16amu,1,208.996206151775,36.6975984475367,0.0,0.0,0.0,False,north,208.996295,36.697889,0.15,PTF-iPTF,1.0,AT2016amf,None,None,AT2016amf,,,
16anc,1,199.595061412402,31.5880289542006,0.0,0.0,0.0,False,north,199.595315,31.587953,0.211,PTF-iPTF,1.0,AT2016amn,None,None,AT2016amn,,,
16anm,1,213.709875,15.1468888889,0.0,0.0,0.0,False,south,213.668041,15.113202,0.17,PTF-iPTF,1.0,AT2016amw,None,None,AT2016amw,,,
16ant,1,181.655029154519,-2.65052973122742,0.0,0.0,0.0,False,south,181.654011,-2.650825,0.08,PTF-iPTF,1.0,AT2016ajy,None,None,AT2016ajy,,,
16anu,1,186.411462887938,5.00923558792038,0.0,0.0,0.0,False,south,186.411608,5.009276,0.135,PTF-iPTF,1.0,AT2016anc,None,None,AT2016anc,,,
16anu,2,186.415019133703,5.01173965235057,0.0,0.0,0.0,False,south,186.411608,5.009276,0.135,PTF-iPTF,1.0,AT2016anc,None,None,AT2016anc,,,
16aoe,1,188.424238196631,7.28792975519738,0.0,0.0,0.0,False,south,188.423908,7.288154,0.1542,PTF-iPTF,1.0,AT2016anm,None,None,AT2016anm,,,
16aog,1,191.671905751157,42.5305767055982,0.0,0.0,0.0,False,north,191.670906,42.530865,0.16,PTF-iPTF,1.0,AT2016ano,None,None,AT2016ano,,,
16aqo,1,202.197972767429,33.1845165726856,0.0,0.0,0.0,False,north,202.198433,33.186614,0.0235,PTF-iPTF,1.0,AT2016apm,None,None,AT2016apm,,,
16arh,1,186.162011791438,7.91351396725524,0.0,0.0,0.0,False,south,186.161933,7.913444,0.074,PTF-iPTF,1.0,AT2016aqi,None,None,AT2016aqi,,,
16ark,1,184.52651258576,29.4683380574154,0.0,0.0,0.0,False,north,184.527433,29.467858,0.182,PTF-iPTF,1.0,AT2016aql,None,None,AT2016aql,,,
16ars,1,193.201619993278,55.0587902518244,0.0,0.0,0.0,False,north,193.199647,55.059802,0.08335,PTF-iPTF,1.0,SN2016com,None,None,SN2016com,,,
16art,1,188.281158985505,56.4371031824129,0.0,0.0,0.0,False,north,188.28107,56.437198,0.192,PTF-iPTF,1.0,AT2016aru,None,None,AT2016aru,,,
16asu,1,194.788776331244,13.8024660659356,0.0,0.0,0.0,False,south,194.788653,13.802553,0.1874,PTF-iPTF,1.0,AT2016asx,None,None,AT2016asx,,,
16asx,1,198.37672314278,43.530659909395,0.0,0.0,0.0,False,north,198.378072,43.529545,0.04,PTF-iPTF,1.0,AT2016asz,None,None,AT2016asz,,,
16atk,1,231.902982148063,57.8534896859906,0.0,0.0,0.0,False,north,231.901379,57.856479,0.0721,PTF-iPTF,1.0,AT2016atl,None,None,AT2016atl,,,
16atk,2,231.898635322326,57.8572236036178,0.0,0.0,0.0,False,north,231.901379,57.856479,0.0721,PTF-iPTF,1.0,AT2016atl,None,None,AT2016atl,,,
16auf,1,217.787041667,27.23675,0.0,0.0,0.0,False,south,217.788598,27.236051,0.01489,PTF-iPTF,1.0,AT2016auj,None,None,AT2016auj,,,
16aut,1,246.33625528786,57.7370209404004,0.0,0.0,0.0,False,north,246.336625,57.737742,0.074,PTF-iPTF,1.0,AT2016aux,None,None,AT2016aux,,,
16avw,1,175.259410740507,35.4905780940487,0.0,0.0,0.0,False,north,175.259298,35.491915,0.05532,PTF-iPTF,1.0,AT2016avs,None,None,AT2016avs,,,
16awn,1,254.07160606383,41.3884900839721,0.0,0.0,0.0,False,north,254.071635,41.388531,0.119,PTF-iPTF,1.0,AT2016awj,None,None,AT2016awj,,,
16axb,1,241.297875,24.9601111111,0.0,0.0,0.0,False,south,241.298442,24.958774,0.03378,PTF-iPTF,1.0,AT2016awu,None,None,AT2016awu,,,
16axo,1,258.554098341822,41.5606877890969,0.0,0.0,0.0,False,north,258.554751,41.561826,0.092,PTF-iPTF,1.0,AT2016axh,None,None,AT2016axh,,,
16axo,2,258.558422804602,41.5626895463419,0.0,0.0,0.0,False,north,258.554751,41.561826,0.092,PTF-iPTF,1.0,AT2016axh,None,None,AT2016axh,,,
16ayz,1,239.555106015127,22.6038491349697,0.0,0.0,0.0,False,south,239.554233,22.603769,0.176,PTF-iPTF,1.0,AT2016azh,None,None,AT2016azh,,,
16azb,1,244.833190590786,39.5270550985024,0.0,0.0,0.0,False,north,244.832546,39.527226,0.189,PTF-iPTF,1.0,SN2016cwb,None,None,SN2016cwb,,,
16azg,1,251.391472747005,22.9088912173671,0.0,0.0,0.0,False,south,251.393228,22.908453,0.13,PTF-iPTF,1.0,AT2016azm,None,None,AT2016azm,,,
16azg,2,251.388639986963,22.9065798355073,0.0,0.0,0.0,False,south,251.393228,22.908453,0.13,PTF-iPTF,1.0,AT2016azm,None,None,AT2016azm,,,
16azq,1,236.131146649597,16.3039025195641,0.0,0.0,0.0,False,south,236.130056,16.303477,0.0495,PTF-iPTF,1.0,AT2016azv,None,None,AT2016azv,,,
16azt,1,243.737747372514,55.8735278953537,0.0,0.0,0.0,False,north,243.739634,55.869897,0.0528,PTF-iPTF,1.0,AT2016azx,None,None,AT2016azx,0.0528441580065212,2.20614051638529e-05,0.0
16azt,2,243.752335696449,55.8692119804042,0.0,0.0,0.0,False,north,243.739634,55.869897,0.0528,PTF-iPTF,1.0,AT2016azx,None,None,AT2016azx,0.0540991214724146,4.06518856321168e-06,0.0
16azv,1,250.533954136149,49.9101550558934,0.0,0.0,0.0,False,north,250.532285,49.906328,0.025,PTF-iPTF,1.0,AT2016azz,None,None,AT2016azz,,,
16bai,1,242.571603869169,56.1110842404268,0.0,0.0,0.0,False,north,242.571716,56.111205,0.045,PTF-iPTF,1.0,AT2016bal,None,None,AT2016bal,0.051204340468914915,4.40044322080501e-06,3.595453128060061e-05
16bap,1,248.246053721791,31.9619669851664,0.0,0.0,0.0,False,north,248.246609,31.962108,0.058,PTF-iPTF,1.0,AT2016bax,None,None,AT2016bax,,,
16baq,1,219.469682440857,6.83044014748143,0.0,0.0,0.0,False,south,219.464446,6.832317,0.08555,PTF-iPTF,1.0,AT2016bay,None,None,AT2016bay,,,
16bar,1,228.348666547786,27.7781646452487,0.0,0.0,0.0,False,south,228.348672,27.777317,0.2,PTF-iPTF,1.0,AT2016csh,None,None,AT2016csh,,,
16bbp,1,218.935634313663,5.52886771467821,0.0,0.0,0.0,False,south,218.93525,5.529352,0.113,PTF-iPTF,1.0,AT2016bbt,None,None,AT2016bbt,,,
16bbz,1,255.057897013127,32.8102542537735,0.0,0.0,0.0,False,north,255.058341,32.810891,0.19,PTF-iPTF,1.0,AT2016bcb,None,None,AT2016bcb,,,
16bcl,1,251.349223707999,37.0829766597805,0.0,0.0,0.0,False,north,251.364397,37.080497,0.15,PTF-iPTF,1.0,AT2016bcj,None,None,AT2016bcj,,,
16bcm,1,248.455625,33.3278333333,0.0,0.0,0.0,False,north,248.456272,33.328515,0.0328,PTF-iPTF,1.0,AT2016bck,None,None,AT2016bck,,,
16bcp,1,229.924090707872,11.0379907395237,0.0,0.0,0.0,False,south,229.924092,11.037994,0.14,PTF-iPTF,1.0,AT2016bcn,None,None,AT2016bcn,,,
16bcp,2,229.930879703643,11.0372911702724,0.0,0.0,0.0,False,south,229.924092,11.037994,0.14,PTF-iPTF,1.0,AT2016bcn,None,None,AT2016bcn,,,
16bcv,1,230.896875,9.34613888889,0.0,0.0,0.0,False,south,230.887812,9.356933,0.0357,PTF-iPTF,1.0,AT2016bct,None,None,AT2016bct,,,
16bda,1,230.356077850894,53.7449387907696,0.0,0.0,0.0,False,north,230.368413,53.753397,0.19,PTF-iPTF,1.0,AT2016bda,None,None,AT2016bda,,,
16bej,1,215.595594779242,45.1750766282009,0.0,0.0,0.0,False,north,215.59468,45.17485,0.107,PTF-iPTF,1.0,AT2016beh,None,None,AT2016beh,,,
16bfd,1,213.4344166827,22.9481287366423,0.0,0.0,0.0,False,south,213.431875,22.950679,0.177,PTF-iPTF,1.0,AT2016bfh,None,None,AT2016bfh,,,
16bfd,2,213.435952370732,22.9523230117492,0.0,0.0,0.0,False,south,213.431875,22.950679,0.177,PTF-iPTF,1.0,AT2016bfh,None,None,AT2016bfh,,,
16bfi,1,229.436487767219,8.68587066821678,0.0,0.0,0.0,False,south,229.435695,8.685051,0.07367,PTF-iPTF,1.0,SN2016cwh,None,None,SN2016cwh,,,
16bfi,2,229.433932420711,8.68285899533712,0.0,0.0,0.0,False,south,229.435695,8.685051,0.07367,PTF-iPTF,1.0,SN2016cwh,None,None,SN2016cwh,,,
16bfs,1,244.810944586676,40.4202086890534,0.0,0.0,0.0,False,north,244.810897,40.420669,0.083,PTF-iPTF,1.0,AT2016bga,None,None,AT2016bga,,,
16bfy,1,221.121415586452,21.6435706184065,0.0,0.0,0.0,False,south,221.119165,21.64517,0.03271,PTF-iPTF,1.0,AT2016bgg,None,None,AT2016bgg,,,
16bgd,1,228.631351839731,6.68998867212562,0.0,0.0,0.0,False,south,228.629399,6.687138,0.05,PTF-iPTF,1.0,AT2016bgl,None,None,AT2016bgl,,,
16bgg,1,258.353125,42.89875,0.0,0.0,0.0,False,north,258.350944,42.894975,0.02473,PTF-iPTF,1.0,AT2016bgo,None,None,AT2016bgo,,,
16bgx,1,231.839123709812,21.5781838905918,0.0,0.0,0.0,False,south,231.838952,21.57833,0.08,PTF-iPTF,1.0,AT2016bhb,None,None,AT2016bhb,,,
16bgx,2,231.835730595292,21.5804125591632,0.0,0.0,0.0,False,south,231.838952,21.57833,0.08,PTF-iPTF,1.0,AT2016bhb,None,None,AT2016bhb,,,
16bhv,1,237.200960330776,34.562253459537,0.0,0.0,0.0,False,north,237.196366,34.563016,0.094,PTF-iPTF,1.0,AT2016bhy,None,None,AT2016bhy,,,
16bhv,2,237.18863168651,34.5647897604077,0.0,0.0,0.0,False,north,237.196366,34.563016,0.094,PTF-iPTF,1.0,AT2016bhy,None,None,AT2016bhy,,,
16bia,1,318.904473693273,17.722656193192,0.0,0.0,0.0,False,south,318.905388,17.723193,0.057,PTF-iPTF,1.0,AT2016bic,None,None,AT2016bic,,,
16bjh,1,222.652693760621,27.4411285545737,0.0,0.0,0.0,False,south,222.652665,27.441305,0.12708,PTF-iPTF,1.0,AT2016gkn,None,None,AT2016gkn,,,
16bka,1,235.805330045482,34.1536087341643,0.0,0.0,0.0,False,north,235.804682,34.153513,0.07197,PTF-iPTF,1.0,AT2016bjz,None,None,AT2016bjz,,,
16bke,1,265.87230013808,46.5580696638408,0.0,0.0,0.0,False,north,265.872109,46.558051,0.148,PTF-iPTF,1.0,AT2016gps,None,None,AT2016gps,,,
16bkf,1,260.458070700289,43.6963367523673,0.0,0.0,0.0,False,north,260.457709,43.696065,0.152,PTF-iPTF,1.0,AT2016bkd,None,None,AT2016bkd,,,
16bkn,1,266.808946997467,30.223039839682,0.0,0.0,0.0,False,south,266.809282,30.224843,0.07455,PTF-iPTF,1.0,AT2016bkk,None,None,AT2016bkk,,,
16bkn,2,266.804682429944,30.2201187971362,0.0,0.0,0.0,False,south,266.809282,30.224843,0.07455,PTF-iPTF,1.0,AT2016bkk,None,None,AT2016bkk,,,
16bln,1,257.830631336627,38.0577573991289,0.0,0.0,0.0,False,north,257.830636,38.057465,0.041,PTF-iPTF,1.0,AT2016bmv,None,None,AT2016bmv,,,
16bms,1,266.307348085287,52.8000257371336,0.0,0.0,0.0,False,north,266.307243,52.799912,0.12,PTF-iPTF,1.0,AT2016bnw,None,None,AT2016bnw,,,
16bn,1,154.534738341519,30.8154698387943,0.0,0.0,0.0,False,north,154.533064,30.815134,0.035,PTF-iPTF,1.0,AT2016bod,None,None,AT2016bod,,,
16boo,1,261.412393648982,21.9481923314209,0.0,0.0,0.0,False,south,261.413669,21.952154,0.0549,PTF-iPTF,1.0,AT2016bpo,None,None,AT2016bpo,,,
16boz,1,270.184917134979,20.0701104663476,0.0,0.0,0.0,False,south,270.184609,20.070094,0.056,PTF-iPTF,1.0,AT2016bpx,None,None,AT2016bpx,,,
16br,1,181.778263212463,53.6690143082097,0.0,0.0,0.0,False,north,181.780342,53.66841,0.0589,PTF-iPTF,1.0,SN2016aex,None,None,SN2016aex,,,
